buyer_id,signup_date,region,acquisition_channel,customer_type,loyalty_tier
B006756,2024-10-02,South,organic,consumer,Bronze
B006757,2025-03-19,South,organic,small_business,Bronze
B006758,2025-08-18,Midwest,paid_search,consumer,Gold
B006759,2025-06-14,Midwest,social,consumer,Silver
B006760,2023-10-25,Northeast,paid_search,consumer,Bronze
B006761,2023-10-31,Northeast,direct,enthusiast,Silver
B006762,2025-10-14,South,paid_search,consumer,Silver
B006763,2024-05-17,South,direct,consumer,Bronze
B006764,2025-10-24,Northeast,social,consumer,Bronze
B006765,2024-11-29,West,social,small_business,Bronze
B006766,2024-07-10,South,organic,consumer,Gold
B006767,2024-05-08,South,paid_search,small_business,Gold
B006768,2025-04-24,South,direct,enthusiast,Silver
B006769,2023-12-11,Midwest,referral,consumer,Bronze
B006770,2024-09-02,West,paid_search,consumer,Bronze
B006771,2024-07-13,Northeast,direct,enthusiast,Bronze
B006772,2024-01-21,South,direct,consumer,Bronze
B006773,2024-07-19,West,organic,small_business,Silver
B006774,2024-12-26,Northeast,social,small_business,Bronze
B006775,2025-05-10,West,referral,consumer,Bronze
B006776,2023-11-20,Central,referral,consumer,Silver
B006777,2025-11-04,Midwest,organic,consumer,Bronze
B006778,2025-11-09,Central,organic,consumer,Silver
B006779,2025-05-24,South,paid_search,consumer,Gold
B006780,2025-12-21,South,paid_search,consumer,Silver
B006781,2024-09-26,Northeast,organic,consumer,Platinum
B006782,2025-09-18,Northeast,affiliate,small_business,Silver
B006783,2025-06-25,South,social,consumer,Gold
B006784,2025-01-26,South,organic,consumer,Silver
B006785,2024-02-13,Midwest,social,consumer,Gold
B006786,2025-01-21,South,organic,consumer,Bronze
B006787,2025-11-30,Midwest,paid_search,consumer,Bronze
B006788,2026-02-14,Northeast,referral,enthusiast,Bronze
B006789,2024-10-14,South,direct,consumer,Silver
B006790,2024-04-15,Northeast,organic,consumer,Bronze
B006791,2025-07-13,West,direct,consumer,Platinum
B006792,2023-11-11,Midwest,direct,consumer,Silver
B006793,2024-01-18,West,social,consumer,Bronze
B006794,2025-01-25,Northeast,email,consumer,Silver
B006795,2026-02-19,South,organic,consumer,Gold
B006796,2024-06-27,Central,organic,consumer,Gold
B006797,2024-10-09,Northeast,direct,consumer,Silver
B006798,2024-06-22,South,social,consumer,Bronze
B006799,2024-10-07,Northeast,paid_search,consumer,Gold
B006800,2023-09-09,Northeast,organic,enthusiast,Gold
B006801,2025-02-24,South,organic,consumer,Gold
B006802,2025-02-25,Northeast,organic,consumer,Silver
B006803,2024-06-15,Midwest,organic,enthusiast,Bronze
B006804,2024-04-30,Central,email,consumer,Platinum
B006805,2025-07-26,Northeast,paid_search,consumer,Bronze
B006806,2024-02-20,Northeast,direct,enthusiast,Bronze
B006807,2023-10-15,West,organic,consumer,Silver
B006808,2023-10-09,South,paid_search,consumer,Silver
B006809,2025-11-12,Central,direct,consumer,Silver
B006810,2024-07-30,South,organic,enthusiast,Silver
B006811,2023-12-04,Midwest,paid_search,consumer,Bronze
B006812,2025-11-09,Central,direct,consumer,Silver
B006813,2024-01-16,Northeast,organic,consumer,Gold
B006814,2024-07-05,West,organic,consumer,Gold
B006815,2023-09-21,Midwest,email,consumer,Bronze
B006816,2025-05-12,West,paid_search,consumer,Bronze
B006817,2025-05-30,Northeast,affiliate,consumer,Bronze
B006818,2025-07-21,South,organic,consumer,Silver
B006819,2024-04-29,Northeast,organic,consumer,Silver
B006820,2024-06-27,Central,social,consumer,Silver
B006821,2026-01-02,Northeast,affiliate,consumer,Bronze
B006822,2025-09-18,Northeast,paid_search,consumer,Gold
B006823,2023-10-06,Central,direct,consumer,Gold
B006824,2025-05-23,South,referral,consumer,Silver
B006825,2025-01-23,Midwest,social,enthusiast,Bronze
B006826,2025-04-06,South,social,consumer,Silver
B006827,2023-09-03,Midwest,affiliate,consumer,Gold
B006828,2023-09-30,Northeast,referral,enthusiast,Silver
B006829,2023-10-04,South,organic,consumer,Silver
B006830,2024-01-25,Midwest,direct,consumer,Bronze
B006831,2026-02-19,South,social,consumer,Bronze
B006832,2025-04-01,South,direct,enthusiast,Bronze
B006833,2025-08-14,Northeast,email,consumer,Bronze
B006834,2024-05-28,West,organic,consumer,Bronze
B006835,2026-01-02,Northeast,paid_search,consumer,Silver
B006836,2024-03-01,South,social,consumer,Bronze
B006837,2025-12-01,South,social,consumer,Gold
B006838,2023-09-30,South,direct,enthusiast,Bronze
B006839,2023-09-21,West,organic,enthusiast,Bronze
B006840,2023-11-13,South,affiliate,consumer,Bronze
B006841,2025-08-22,West,email,enthusiast,Bronze
B006842,2024-04-24,Midwest,email,small_business,Silver
B006843,2024-10-17,West,organic,enthusiast,Silver
B006844,2024-11-04,West,email,enthusiast,Silver
B006845,2025-08-20,Northeast,organic,enthusiast,Gold
B006846,2024-07-15,Central,social,consumer,Bronze
B006847,2023-09-09,West,organic,consumer,Silver
B006848,2024-08-19,Midwest,social,consumer,Bronze
B006849,2024-05-21,Northeast,organic,consumer,Bronze
B006850,2025-06-28,Northeast,organic,enthusiast,Bronze
B006851,2025-07-16,Midwest,paid_search,enthusiast,Silver
B006852,2023-11-25,South,direct,small_business,Gold
B006853,2025-08-23,Midwest,social,small_business,Bronze
B006854,2023-11-06,South,referral,consumer,Bronze
B006855,2025-03-19,Midwest,affiliate,consumer,Gold
B006856,2024-08-21,Northeast,paid_search,consumer,Gold
B006857,2024-06-02,Northeast,organic,consumer,Silver
B006858,2024-11-15,Northeast,organic,small_business,Bronze
B006859,2024-06-11,West,social,consumer,Bronze
B006860,2025-08-24,Midwest,email,consumer,Silver
B006861,2026-01-28,Central,organic,consumer,Bronze
B006862,2025-09-13,West,referral,consumer,Silver
B006863,2024-10-06,West,direct,small_business,Bronze
B006864,2024-12-03,Midwest,direct,small_business,Silver
B006865,2024-10-13,West,paid_search,consumer,Silver
B006866,2025-08-24,Central,direct,small_business,Bronze
B006867,2025-01-17,West,social,consumer,Bronze
B006868,2024-11-01,Northeast,social,consumer,Bronze
B006869,2024-09-09,Midwest,referral,consumer,Gold
B006870,2024-08-08,Northeast,organic,small_business,Gold
B006871,2025-01-17,Northeast,direct,enthusiast,Bronze
B006872,2025-05-21,West,affiliate,consumer,Bronze
B006873,2024-09-29,West,referral,consumer,Gold
B006874,2025-09-05,Northeast,direct,enthusiast,Gold
B006875,2025-09-23,Northeast,affiliate,enthusiast,Gold
B006876,2024-09-27,Central,organic,consumer,Bronze
B006877,2025-12-07,Northeast,paid_search,consumer,Bronze
B006878,2024-02-07,Northeast,direct,consumer,Platinum
B006879,2025-12-28,West,affiliate,enthusiast,Silver
B006880,2024-05-27,West,direct,consumer,Bronze
B006881,2025-01-27,Midwest,paid_search,consumer,Gold
B006882,2024-05-17,Midwest,social,enthusiast,Silver
B006883,2024-10-08,South,direct,consumer,Bronze
B006884,2024-07-08,South,referral,consumer,Platinum
B006885,2025-06-05,West,paid_search,enthusiast,Silver
B006886,2023-11-15,West,organic,consumer,Bronze
B006887,2025-10-04,South,direct,consumer,Bronze
B006888,2025-12-02,South,referral,consumer,Silver
B006889,2025-01-26,South,paid_search,consumer,Silver
B006890,2025-01-12,Northeast,social,consumer,Bronze
B006891,2025-05-31,South,organic,consumer,Silver
B006892,2024-03-01,Northeast,paid_search,consumer,Bronze
B006893,2025-07-15,West,organic,consumer,Bronze
B006894,2024-03-19,South,organic,small_business,Platinum
B006895,2025-05-09,West,direct,consumer,Bronze
B006896,2024-06-06,Midwest,paid_search,small_business,Gold
B006897,2025-07-12,West,direct,enthusiast,Bronze
B006898,2025-08-22,Central,social,consumer,Bronze
B006899,2024-03-10,South,organic,consumer,Bronze
B006900,2025-03-17,Northeast,paid_search,consumer,Platinum
B006901,2024-11-29,West,organic,consumer,Bronze
B006902,2024-05-27,Northeast,referral,consumer,Bronze
B006903,2025-02-18,South,direct,consumer,Bronze
B006904,2026-02-21,Northeast,referral,enthusiast,Silver
B006905,2023-09-05,Central,referral,consumer,Bronze
B006906,2026-01-19,Northeast,direct,consumer,Bronze
B006907,2025-10-20,Midwest,referral,small_business,Silver
B006908,2024-12-27,South,social,enthusiast,Gold
B006909,2025-03-10,Midwest,referral,small_business,Gold
B006910,2024-08-03,South,paid_search,consumer,Platinum
B006911,2023-12-29,West,organic,consumer,Bronze
B006912,2025-02-03,West,referral,consumer,Bronze
B006913,2025-09-14,South,referral,consumer,Bronze
B006914,2024-03-31,South,organic,consumer,Gold
B006915,2025-06-15,West,email,small_business,Silver
B006916,2025-07-13,West,organic,consumer,Silver
B006917,2025-07-23,South,referral,enthusiast,Silver
B006918,2024-07-08,South,email,consumer,Bronze
B006919,2024-08-24,Northeast,paid_search,consumer,Silver
B006920,2024-09-15,Northeast,direct,small_business,Bronze
B006921,2025-10-18,Northeast,direct,consumer,Silver
B006922,2025-11-29,Northeast,referral,consumer,Bronze
B006923,2024-09-13,Northeast,email,consumer,Bronze
B006924,2026-01-31,West,affiliate,consumer,Bronze
B006925,2025-02-02,West,social,consumer,Platinum
B006926,2024-08-18,West,affiliate,small_business,Platinum
B006927,2023-09-03,Midwest,paid_search,consumer,Silver
B006928,2025-03-11,Midwest,paid_search,enthusiast,Gold
B006929,2025-04-11,Northeast,organic,small_business,Bronze
B006930,2026-01-30,West,paid_search,small_business,Bronze
B006931,2025-06-16,South,referral,enthusiast,Bronze
B006932,2023-09-29,Midwest,email,consumer,Bronze
B006933,2025-01-30,Central,email,consumer,Silver
B006934,2025-07-09,West,organic,enthusiast,Bronze
B006935,2024-11-27,South,social,consumer,Platinum
B006936,2024-09-27,West,social,consumer,Silver
B006937,2025-09-08,Northeast,organic,consumer,Bronze
B006938,2025-03-11,Northeast,social,consumer,Gold
B006939,2025-05-14,Northeast,paid_search,consumer,Gold
B006940,2024-10-28,Northeast,email,enthusiast,Silver
B006941,2024-05-12,West,paid_search,consumer,Bronze
B006942,2024-12-17,South,direct,consumer,Bronze
B006943,2026-01-21,Northeast,direct,consumer,Silver
B006944,2025-03-03,Central,referral,consumer,Silver
B006945,2025-06-06,Midwest,organic,consumer,Bronze
B006946,2023-12-24,South,paid_search,consumer,Gold
B006947,2026-02-17,Midwest,email,small_business,Bronze
B006948,2024-04-12,Midwest,organic,consumer,Platinum
B006949,2026-02-01,South,organic,consumer,Bronze
B006950,2024-10-12,Midwest,email,consumer,Gold
B006951,2025-12-16,Central,referral,consumer,Bronze
B006952,2025-11-21,South,referral,consumer,Silver
B006953,2025-07-20,South,organic,consumer,Gold
B006954,2025-12-14,Northeast,social,consumer,Bronze
B006955,2025-03-09,West,direct,consumer,Bronze
B006956,2025-10-13,South,paid_search,consumer,Gold
B006957,2024-02-06,South,organic,consumer,Platinum
B006958,2023-11-05,Central,organic,consumer,Silver
B006959,2025-01-08,Midwest,affiliate,consumer,Bronze
B006960,2025-09-08,Northeast,paid_search,consumer,Bronze
B006961,2025-07-29,South,direct,consumer,Bronze
B006962,2024-12-25,South,paid_search,small_business,Silver
B006963,2024-12-19,Central,organic,consumer,Bronze
B006964,2025-03-10,South,email,consumer,Bronze
B006965,2025-10-31,South,email,consumer,Gold
B006966,2025-10-07,Midwest,affiliate,enthusiast,Silver
B006967,2023-12-11,South,direct,consumer,Silver
B006968,2025-02-25,Northeast,organic,small_business,Platinum
B006969,2024-08-14,West,social,enthusiast,Silver
B006970,2025-08-29,Northeast,organic,consumer,Bronze
B006971,2024-12-05,Central,social,consumer,Gold
B006972,2026-02-20,West,referral,consumer,Gold
B006973,2024-09-29,Northeast,direct,small_business,Bronze
B006974,2025-05-12,West,organic,consumer,Bronze
B006975,2023-12-10,West,paid_search,enthusiast,Bronze
B006976,2025-12-28,Midwest,email,consumer,Bronze
B006977,2024-01-20,Midwest,social,enthusiast,Bronze
B006978,2024-08-11,Northeast,paid_search,consumer,Bronze
B006979,2025-10-03,Northeast,paid_search,consumer,Silver
B006980,2026-01-29,West,paid_search,consumer,Bronze
B006981,2024-11-16,Northeast,paid_search,enthusiast,Gold
B006982,2024-11-16,South,paid_search,consumer,Silver
B006983,2023-10-17,Midwest,social,consumer,Bronze
B006984,2026-02-08,Northeast,social,consumer,Gold
B006985,2023-09-17,West,social,consumer,Silver
B006986,2023-09-26,West,organic,consumer,Silver
B006987,2024-11-06,West,organic,small_business,Gold
B006988,2023-09-06,Northeast,paid_search,consumer,Gold
B006989,2024-01-30,South,direct,small_business,Gold
B006990,2025-03-26,West,referral,small_business,Silver
B006991,2025-06-04,South,organic,enthusiast,Bronze
B006992,2024-05-31,West,social,consumer,Silver
B006993,2025-08-25,Midwest,social,consumer,Silver
B006994,2025-03-08,South,social,consumer,Platinum
B006995,2024-03-28,South,referral,consumer,Silver
B006996,2025-06-11,Midwest,email,consumer,Bronze
B006997,2025-02-22,Northeast,organic,small_business,Bronze
B006998,2025-09-10,West,social,consumer,Bronze
B006999,2024-01-21,Midwest,social,consumer,Silver
B007000,2024-03-30,Northeast,social,consumer,Silver
B007001,2024-06-04,West,organic,small_business,Platinum
B007002,2024-07-09,South,affiliate,consumer,Bronze
B007003,2025-11-18,Northeast,organic,enthusiast,Gold
B007004,2025-06-29,Central,referral,consumer,Gold
B007005,2025-01-09,West,affiliate,consumer,Bronze
B007006,2025-01-06,Midwest,paid_search,enthusiast,Bronze
B007007,2025-11-16,West,email,consumer,Gold
B007008,2024-10-13,Midwest,direct,consumer,Gold
B007009,2024-03-25,South,social,enthusiast,Bronze
B007010,2024-01-05,Northeast,email,consumer,Silver
B007011,2024-06-28,Northeast,direct,consumer,Bronze
B007012,2025-04-18,South,organic,enthusiast,Silver
B007013,2024-11-04,South,social,consumer,Bronze
B007014,2024-09-20,West,social,enthusiast,Bronze
B007015,2024-11-12,South,affiliate,small_business,Bronze
B007016,2026-02-05,Midwest,email,consumer,Silver
B007017,2026-02-25,West,social,consumer,Bronze
B007018,2024-01-27,Central,organic,consumer,Silver
B007019,2023-12-16,South,social,consumer,Gold
B007020,2024-04-12,Central,referral,consumer,Silver
B007021,2025-10-16,West,paid_search,small_business,Gold
B007022,2024-10-24,Northeast,organic,enthusiast,Gold
B007023,2025-10-27,South,paid_search,enthusiast,Bronze
B007024,2025-04-12,South,affiliate,enthusiast,Bronze
B007025,2025-01-17,Midwest,organic,consumer,Silver
B007026,2024-05-15,Midwest,paid_search,consumer,Silver
B007027,2024-07-11,Midwest,organic,consumer,Platinum
B007028,2024-01-15,West,social,consumer,Bronze
B007029,2024-12-17,South,organic,enthusiast,Bronze
B007030,2024-05-14,South,organic,enthusiast,Gold
B007031,2024-05-25,West,referral,small_business,Gold
B007032,2023-10-08,Central,organic,consumer,Silver
B007033,2025-08-29,West,organic,consumer,Silver
B007034,2026-01-03,South,social,consumer,Gold
B007035,2024-11-28,Northeast,organic,consumer,Bronze
B007036,2025-01-02,Northeast,organic,consumer,Gold
B007037,2025-12-22,South,paid_search,small_business,Gold
B007038,2024-12-10,South,paid_search,consumer,Bronze
B007039,2025-03-22,Central,social,consumer,Bronze
B007040,2024-09-26,Midwest,email,enthusiast,Gold
B007041,2024-12-13,South,paid_search,consumer,Bronze
B007042,2024-12-20,South,social,consumer,Bronze
B007043,2025-06-10,South,direct,small_business,Silver
B007044,2025-03-05,South,social,enthusiast,Silver
B007045,2024-12-04,West,referral,consumer,Bronze
B007046,2023-11-10,Northeast,social,consumer,Silver
B007047,2025-12-03,West,affiliate,consumer,Bronze
B007048,2025-11-18,Northeast,direct,consumer,Bronze
B007049,2024-02-17,South,organic,consumer,Bronze
B007050,2024-05-26,Central,direct,consumer,Silver
B007051,2026-02-03,Northeast,social,consumer,Gold
B007052,2024-06-20,Northeast,social,consumer,Silver
B007053,2025-09-10,Midwest,social,consumer,Gold
B007054,2025-08-17,South,paid_search,consumer,Bronze
B007055,2025-10-24,Northeast,organic,small_business,Bronze
B007056,2023-09-17,Northeast,email,consumer,Bronze
B007057,2024-11-14,Northeast,affiliate,consumer,Gold
B007058,2025-01-29,Midwest,direct,consumer,Silver
B007059,2025-10-03,South,paid_search,consumer,Gold
B007060,2024-03-25,West,paid_search,consumer,Bronze
B007061,2024-06-07,West,paid_search,small_business,Gold
B007062,2024-02-13,Northeast,organic,consumer,Gold
B007063,2025-07-26,South,social,consumer,Gold
B007064,2026-02-26,Northeast,direct,consumer,Bronze
B007065,2024-01-08,South,direct,small_business,Bronze
B007066,2024-04-01,South,social,consumer,Silver
B007067,2024-06-08,West,paid_search,consumer,Silver
B007068,2025-11-19,South,affiliate,consumer,Gold
B007069,2024-10-12,Midwest,affiliate,small_business,Bronze
B007070,2024-05-16,Midwest,affiliate,consumer,Silver
B007071,2024-06-21,West,social,consumer,Bronze
B007072,2025-02-27,South,organic,consumer,Silver
B007073,2024-08-19,Northeast,organic,small_business,Bronze
B007074,2024-01-08,Central,email,consumer,Gold
B007075,2025-09-17,South,referral,consumer,Bronze
B007076,2024-09-20,Midwest,email,small_business,Silver
B007077,2024-04-23,Midwest,paid_search,consumer,Bronze
B007078,2025-06-26,Midwest,social,consumer,Bronze
B007079,2025-07-11,South,paid_search,consumer,Silver
B007080,2024-01-21,Northeast,direct,consumer,Bronze
B007081,2023-11-09,South,paid_search,consumer,Silver
B007082,2023-10-14,Midwest,referral,consumer,Bronze
B007083,2025-07-30,West,organic,consumer,Silver
B007084,2025-03-24,West,organic,consumer,Gold
B007085,2025-08-22,Central,organic,consumer,Silver
B007086,2025-03-25,Central,social,consumer,Bronze
B007087,2024-09-02,West,direct,consumer,Silver
B007088,2025-02-19,Northeast,email,consumer,Bronze
B007089,2025-06-20,South,affiliate,consumer,Bronze
B007090,2024-08-30,Midwest,social,consumer,Gold
B007091,2025-12-12,Midwest,referral,consumer,Bronze
B007092,2025-11-28,Northeast,organic,enthusiast,Bronze
B007093,2025-08-30,Midwest,referral,consumer,Gold
B007094,2026-02-20,South,referral,consumer,Bronze
B007095,2024-08-22,South,social,consumer,Bronze
B007096,2023-12-15,West,organic,small_business,Platinum
B007097,2024-11-16,South,organic,consumer,Bronze
B007098,2025-07-12,Midwest,paid_search,small_business,Gold
B007099,2025-08-11,Midwest,email,enthusiast,Bronze
B007100,2024-08-21,Midwest,affiliate,consumer,Platinum
B007101,2024-05-25,South,social,enthusiast,Gold
B007102,2024-10-11,Midwest,social,consumer,Bronze
B007103,2025-09-02,South,referral,consumer,Gold
B007104,2024-06-27,Midwest,paid_search,consumer,Bronze
B007105,2024-03-29,Northeast,organic,consumer,Gold
B007106,2025-09-04,Central,affiliate,small_business,Silver
B007107,2024-11-02,West,paid_search,consumer,Bronze
B007108,2023-11-20,South,paid_search,consumer,Silver
B007109,2024-04-27,South,social,consumer,Bronze
B007110,2023-10-13,South,organic,consumer,Silver
B007111,2024-11-08,West,direct,consumer,Silver
B007112,2026-02-25,Midwest,direct,consumer,Bronze
B007113,2025-01-30,West,email,enthusiast,Gold
B007114,2025-11-01,Central,email,consumer,Gold
B007115,2025-07-09,South,paid_search,consumer,Silver
B007116,2025-11-13,Midwest,paid_search,enthusiast,Silver
B007117,2024-06-11,South,referral,consumer,Bronze
B007118,2024-04-06,Midwest,organic,consumer,Platinum
B007119,2024-10-05,South,email,small_business,Gold
B007120,2025-05-14,West,organic,small_business,Platinum
B007121,2024-05-20,Northeast,social,small_business,Gold
B007122,2024-04-30,South,affiliate,consumer,Bronze
B007123,2023-12-30,South,direct,consumer,Bronze
B007124,2023-09-06,Central,affiliate,consumer,Silver
B007125,2024-12-01,Midwest,social,consumer,Bronze
B007126,2026-02-15,South,paid_search,consumer,Silver
B007127,2024-03-21,South,social,consumer,Bronze
B007128,2024-10-07,South,referral,consumer,Silver
B007129,2025-12-31,West,social,consumer,Silver
B007130,2025-08-05,Central,referral,consumer,Bronze
B007131,2023-09-06,West,organic,consumer,Silver
B007132,2024-12-01,West,paid_search,consumer,Bronze
B007133,2024-01-11,Northeast,email,consumer,Bronze
B007134,2024-04-14,South,paid_search,small_business,Bronze
B007135,2024-04-14,Midwest,affiliate,consumer,Bronze
B007136,2025-03-12,Midwest,social,small_business,Bronze
B007137,2024-03-01,Northeast,direct,consumer,Bronze
B007138,2024-04-18,West,organic,consumer,Bronze
B007139,2024-03-26,Northeast,paid_search,consumer,Bronze
B007140,2024-07-23,South,direct,consumer,Silver
B007141,2025-04-21,South,affiliate,consumer,Gold
B007142,2024-08-31,West,social,consumer,Bronze
B007143,2024-06-26,West,paid_search,consumer,Bronze
B007144,2024-12-16,Midwest,paid_search,small_business,Bronze
B007145,2025-03-15,West,direct,consumer,Bronze
B007146,2023-09-16,West,affiliate,consumer,Bronze
B007147,2025-11-20,South,direct,small_business,Silver
B007148,2025-12-14,West,email,consumer,Silver
B007149,2025-03-03,Northeast,social,consumer,Gold
B007150,2025-02-06,Midwest,social,consumer,Gold
B007151,2025-05-26,Northeast,affiliate,consumer,Gold
B007152,2024-10-07,South,direct,consumer,Bronze
B007153,2024-07-31,Midwest,affiliate,enthusiast,Bronze
B007154,2024-07-19,Northeast,organic,consumer,Silver
B007155,2024-01-26,South,email,consumer,Silver
B007156,2025-10-06,Midwest,affiliate,small_business,Silver
B007157,2024-06-20,Midwest,direct,consumer,Silver
B007158,2024-05-18,Northeast,paid_search,enthusiast,Platinum
B007159,2026-01-26,Northeast,social,small_business,Silver
B007160,2024-12-06,South,affiliate,consumer,Gold
B007161,2025-03-21,West,referral,consumer,Platinum
B007162,2024-04-13,West,organic,consumer,Bronze
B007163,2024-05-12,South,paid_search,consumer,Bronze
B007164,2025-06-26,West,referral,consumer,Bronze
B007165,2024-10-16,Midwest,email,consumer,Bronze
B007166,2024-01-15,Central,organic,consumer,Gold
B007167,2025-10-01,Northeast,paid_search,consumer,Gold
B007168,2024-09-03,Midwest,social,enthusiast,Bronze
B007169,2025-05-02,Midwest,organic,consumer,Bronze
B007170,2024-07-09,South,organic,consumer,Gold
B007171,2025-01-24,Northeast,social,consumer,Silver
B007172,2025-08-08,Northeast,affiliate,consumer,Silver
B007173,2025-11-15,South,paid_search,consumer,Bronze
B007174,2024-03-09,West,paid_search,consumer,Bronze
B007175,2025-05-06,West,email,consumer,Bronze
B007176,2025-12-12,Northeast,social,consumer,Bronze
B007177,2025-04-09,West,referral,consumer,Bronze
B007178,2024-01-11,South,paid_search,consumer,Bronze
B007179,2024-02-22,Central,direct,consumer,Silver
B007180,2024-03-05,Northeast,direct,enthusiast,Gold
B007181,2023-12-08,West,paid_search,consumer,Bronze
B007182,2025-07-19,Central,affiliate,consumer,Gold
B007183,2026-01-27,West,affiliate,enthusiast,Bronze
B007184,2024-12-15,West,paid_search,consumer,Silver
B007185,2025-02-28,South,referral,consumer,Bronze
B007186,2025-08-06,West,paid_search,consumer,Gold
B007187,2024-09-14,Midwest,social,consumer,Bronze
B007188,2024-11-05,South,email,consumer,Bronze
B007189,2025-02-19,Central,organic,consumer,Platinum
B007190,2024-06-05,South,organic,enthusiast,Bronze
B007191,2023-10-29,South,organic,consumer,Gold
B007192,2025-01-31,Central,email,consumer,Silver
B007193,2025-09-19,South,organic,enthusiast,Bronze
B007194,2023-11-08,Northeast,organic,consumer,Bronze
B007195,2024-03-17,South,referral,enthusiast,Gold
B007196,2024-04-29,West,referral,enthusiast,Gold
B007197,2025-09-03,West,social,enthusiast,Bronze
B007198,2024-12-04,Northeast,email,consumer,Gold
B007199,2024-12-31,Midwest,organic,consumer,Gold
B007200,2025-04-11,Midwest,affiliate,small_business,Silver
B007201,2024-05-11,Midwest,social,consumer,Gold
B007202,2025-06-12,Midwest,paid_search,consumer,Bronze
B007203,2023-09-30,Central,direct,consumer,Silver
B007204,2023-12-15,South,social,consumer,Platinum
B007205,2025-09-13,South,organic,small_business,Gold
B007206,2025-04-23,Midwest,organic,enthusiast,Bronze
B007207,2024-02-10,South,organic,consumer,Silver
B007208,2024-10-05,South,direct,consumer,Bronze
B007209,2023-10-20,Northeast,paid_search,consumer,Bronze
B007210,2025-05-05,Northeast,direct,consumer,Bronze
B007211,2025-07-21,Central,organic,consumer,Bronze
B007212,2024-05-13,Northeast,email,consumer,Silver
B007213,2024-07-17,Midwest,direct,consumer,Bronze
B007214,2024-04-05,West,organic,consumer,Gold
B007215,2024-08-21,Northeast,organic,consumer,Gold
B007216,2024-05-07,South,referral,consumer,Silver
B007217,2024-04-14,South,organic,small_business,Bronze
B007218,2024-09-28,Midwest,paid_search,consumer,Platinum
B007219,2025-10-22,South,referral,consumer,Bronze
B007220,2025-07-27,Midwest,direct,consumer,Silver
B007221,2024-05-30,South,referral,consumer,Bronze
B007222,2024-03-12,Northeast,direct,consumer,Gold
B007223,2025-12-08,Northeast,social,small_business,Bronze
B007224,2024-06-10,South,referral,consumer,Platinum
B007225,2025-01-06,South,paid_search,consumer,Platinum
B007226,2024-03-05,Central,referral,consumer,Platinum
B007227,2025-07-26,Northeast,affiliate,consumer,Gold
B007228,2024-06-17,Midwest,social,consumer,Silver
B007229,2025-11-04,Midwest,email,small_business,Gold
B007230,2023-11-17,West,social,consumer,Bronze
B007231,2024-12-02,Midwest,affiliate,small_business,Gold
B007232,2025-11-19,Northeast,social,small_business,Bronze
B007233,2024-09-16,Midwest,paid_search,small_business,Bronze
B007234,2025-05-08,South,paid_search,consumer,Bronze
B007235,2025-11-10,West,email,consumer,Gold
B007236,2025-01-01,Northeast,paid_search,consumer,Bronze
B007237,2023-10-25,West,affiliate,consumer,Silver
B007238,2024-03-21,Midwest,social,consumer,Silver
B007239,2024-03-14,Midwest,direct,consumer,Silver
B007240,2025-12-11,Northeast,referral,consumer,Bronze
B007241,2025-12-06,Midwest,organic,consumer,Silver
B007242,2024-11-09,West,paid_search,enthusiast,Silver
B007243,2025-11-20,South,referral,consumer,Gold
B007244,2024-04-13,South,organic,consumer,Platinum
B007245,2025-05-12,Northeast,social,consumer,Bronze
B007246,2024-08-24,South,paid_search,consumer,Bronze
B007247,2024-04-08,West,organic,consumer,Silver
B007248,2024-04-17,South,email,consumer,Silver
B007249,2024-09-18,West,direct,consumer,Silver
B007250,2024-07-07,West,referral,consumer,Gold
B007251,2024-03-12,Midwest,organic,consumer,Bronze
B007252,2024-07-02,Midwest,email,consumer,Gold
B007253,2023-12-28,Midwest,affiliate,consumer,Bronze
B007254,2026-01-31,Midwest,email,consumer,Gold
B007255,2024-08-13,Northeast,organic,consumer,Bronze
B007256,2023-12-09,West,organic,small_business,Gold
B007257,2025-02-07,Central,affiliate,consumer,Bronze
B007258,2025-11-13,South,direct,consumer,Silver
B007259,2024-07-26,Central,organic,enthusiast,Bronze
B007260,2025-10-10,Central,paid_search,consumer,Silver
B007261,2025-03-11,South,social,consumer,Platinum
B007262,2025-07-05,West,email,small_business,Gold
B007263,2024-05-29,Midwest,referral,consumer,Silver
B007264,2023-10-06,South,direct,consumer,Bronze
B007265,2024-07-13,Northeast,affiliate,consumer,Platinum
B007266,2025-12-21,South,direct,small_business,Bronze
B007267,2025-08-21,West,social,consumer,Silver
B007268,2025-08-15,South,organic,consumer,Bronze
B007269,2025-11-09,West,referral,small_business,Gold
B007270,2024-08-07,Midwest,social,small_business,Bronze
B007271,2024-06-21,West,social,consumer,Bronze
B007272,2025-12-22,South,paid_search,consumer,Bronze
B007273,2025-02-03,South,referral,consumer,Silver
B007274,2024-05-30,Northeast,direct,small_business,Bronze
B007275,2024-05-12,South,paid_search,consumer,Gold
B007276,2025-11-08,Northeast,direct,small_business,Gold
B007277,2023-10-21,Northeast,paid_search,consumer,Platinum
B007278,2023-10-29,South,organic,enthusiast,Bronze
B007279,2025-07-04,Midwest,organic,consumer,Silver
B007280,2023-09-04,South,social,consumer,Bronze
B007281,2024-02-05,South,organic,small_business,Gold
B007282,2026-02-19,West,referral,consumer,Bronze
B007283,2024-09-23,Midwest,referral,consumer,Bronze
B007284,2025-06-25,Central,social,consumer,Bronze
