product_id,seller_id,category,subcategory,list_price,estimated_cost,shipping_cost_proxy
P0017351,S01012,Beauty,Hair,38.72,16.65,3.05
P0017352,S01012,Electronics,Accessories,306.81,212.66,6.63
P0017353,S01012,Beauty,Wellness,29.37,15.1,3.99
P0017354,S01012,Beauty,Wellness,52.35,32.43,3.44
P0017355,S01012,Beauty,Hair,23.93,13.08,3.56
P0017356,S01012,Beauty,Hair,38.13,18.02,2.81
P0017357,S01012,Beauty,Wellness,23.06,11.5,3.93
P0017358,S01012,Beauty,Wellness,50.99,22.38,3.43
P0017359,S01012,Beauty,Wellness,35.28,17.39,2.78
P0017360,S01012,Fashion,Shoes,70.99,27.07,5.4
P0017361,S01012,Beauty,Wellness,86.14,42.63,3.72
P0017362,S01012,Digital Goods,Software,62.75,23.22,0.81
P0017363,S01012,Beauty,Makeup,33.09,15.15,2.74
P0017364,S01012,Beauty,Makeup,49.73,25.9,3.64
P0017365,S01012,Beauty,Skincare,25.09,12.42,2.58
P0017366,S01012,Beauty,Hair,24.85,12.55,3.5
P0017367,S01012,Beauty,Makeup,30.48,15.34,3.62
P0017368,S01012,Beauty,Hair,44.34,21.33,2.68
P0017369,S01012,Beauty,Hair,36.27,17.4,3.33
P0017370,S01012,Beauty,Hair,25.11,11.03,3.2
P0017371,S01012,Fashion,Men,114.07,50.41,4.85
P0017372,S01012,Beauty,Wellness,42.82,21.27,3.77
P0017373,S01012,Beauty,Skincare,17.99,8.71,3.96
P0017374,S01012,Beauty,Hair,19.54,8.15,2.76
P0017375,S01012,Beauty,Skincare,30.1,12.01,2.89
P0017376,S01012,Beauty,Hair,74.32,31.1,3.83
P0017377,S01012,Grocery,Snacks,23.74,16.55,2.76
P0017378,S01012,Home,Furniture,77.86,45.55,8.96
P0017379,S01012,Beauty,Skincare,20.08,10.42,3.37
P0017380,S01013,Digital Goods,Software,43.42,19.66,0.84
P0017381,S01013,Toys,Puzzles,31.05,18.66,4.48
P0017382,S01013,Digital Goods,Courses,51.32,23.97,0.87
P0017383,S01013,Digital Goods,Gaming,56.68,27.68,0.69
P0017384,S01013,Digital Goods,Courses,46.75,21.13,1.0
P0017385,S01013,Beauty,Makeup,19.63,12.01,2.82
P0017386,S01013,Digital Goods,Subscriptions,41.07,20.01,0.93
P0017387,S01013,Digital Goods,Software,27.07,14.04,0.69
P0017388,S01013,Electronics,Accessories,157.3,122.46,8.56
P0017389,S01013,Digital Goods,Software,48.98,20.37,0.67
P0017390,S01013,Digital Goods,Software,168.61,84.3,0.75
P0017391,S01013,Digital Goods,Subscriptions,50.03,26.7,0.85
P0017392,S01014,Digital Goods,Software,48.3,17.87,0.96
P0017393,S01014,Digital Goods,Courses,53.86,22.74,0.71
P0017394,S01014,Digital Goods,Subscriptions,114.21,45.28,0.92
P0017395,S01014,Electronics,Accessories,292.99,208.16,7.39
P0017396,S01014,Toys,Puzzles,41.2,22.3,3.97
P0017397,S01014,Grocery,Household,13.58,9.39,2.66
P0017398,S01014,Digital Goods,Courses,50.56,22.81,1.04
P0017399,S01014,Digital Goods,Gaming,82.27,30.44,0.82
P0017400,S01014,Digital Goods,Courses,36.32,13.44,0.94
P0017401,S01014,Fashion,Shoes,56.48,26.2,5.25
P0017402,S01014,Digital Goods,Subscriptions,101.24,41.44,1.02
P0017403,S01014,Home,Furniture,98.82,51.93,10.97
P0017404,S01014,Digital Goods,Gaming,53.59,20.71,0.82
P0017405,S01014,Digital Goods,Courses,153.87,56.93,1.01
P0017406,S01014,Digital Goods,Subscriptions,64.57,29.38,0.85
P0017407,S01015,Fashion,Women,87.24,42.6,3.9
P0017408,S01015,Toys,Action Figures,40.91,23.15,4.27
P0017409,S01015,Fashion,Women,72.37,36.88,3.76
P0017410,S01015,Fashion,Women,58.1,29.79,4.76
P0017411,S01015,Fashion,Women,74.71,32.72,3.83
P0017412,S01015,Beauty,Wellness,28.12,12.92,4.0
P0017413,S01015,Fashion,Shoes,36.02,16.54,3.93
P0017414,S01015,Fashion,Shoes,71.23,35.48,3.53
P0017415,S01015,Fashion,Men,33.87,15.56,3.56
P0017416,S01016,Electronics,Audio,371.04,309.57,7.97
P0017417,S01016,Fashion,Women,67.18,35.49,5.02
P0017418,S01016,Grocery,Pantry,27.88,22.69,3.37
P0017419,S01016,Fashion,Shoes,39.76,26.31,4.95
P0017420,S01016,Fashion,Shoes,45.25,24.8,4.02
P0017421,S01016,Fashion,Men,67.63,35.31,4.44
P0017422,S01016,Beauty,Hair,19.89,14.12,3.43
P0017423,S01016,Fashion,Women,81.22,46.04,4.99
P0017424,S01016,Fashion,Accessories,46.75,27.62,4.27
P0017425,S01017,Sports,Outdoor,73.75,42.4,7.18
P0017426,S01017,Sports,Fitness,51.95,29.47,5.96
P0017427,S01017,Sports,Cycling,119.58,70.67,6.2
P0017428,S01017,Sports,Outdoor,40.4,24.07,5.81
P0017429,S01018,Electronics,Audio,403.18,282.02,8.02
P0017430,S01018,Electronics,Accessories,200.99,139.34,9.39
P0017431,S01018,Electronics,Phones,486.15,354.01,8.17
P0017432,S01018,Fashion,Accessories,91.74,40.42,5.22
P0017433,S01018,Electronics,Audio,151.94,102.25,7.19
P0017434,S01018,Electronics,Audio,246.82,167.55,7.13
P0017435,S01018,Electronics,Computers,386.97,271.91,8.45
P0017436,S01018,Electronics,Audio,218.19,152.67,7.02
P0017437,S01018,Electronics,Accessories,341.08,232.41,6.92
P0017438,S01018,Electronics,Computers,367.34,273.94,8.63
P0017439,S01018,Electronics,Phones,492.87,323.24,6.86
P0017440,S01018,Electronics,Phones,412.59,292.83,7.03
P0017441,S01019,Toys,Action Figures,49.5,28.98,5.15
P0017442,S01019,Home,Kitchen,111.78,61.02,9.98
P0017443,S01019,Home,Furniture,130.5,85.14,10.11
P0017444,S01019,Home,Kitchen,102.53,62.75,7.79
P0017445,S01019,Digital Goods,Software,136.98,50.68,0.75
P0017446,S01019,Home,Storage,159.32,94.7,11.35
P0017447,S01019,Home,Kitchen,138.0,90.83,8.94
P0017448,S01019,Beauty,Wellness,41.29,19.92,3.86
P0017449,S01019,Electronics,Computers,383.6,255.39,9.29
P0017450,S01019,Home,Kitchen,81.23,54.16,10.6
P0017451,S01019,Home,Decor,91.08,60.08,8.69
P0017452,S01019,Home,Kitchen,107.53,70.69,7.23
P0017453,S01019,Home,Storage,150.05,93.65,10.95
P0017454,S01019,Home,Furniture,74.33,43.13,8.18
P0017455,S01019,Beauty,Skincare,36.89,20.65,3.84
P0017456,S01019,Home,Furniture,73.76,41.95,7.96
P0017457,S01019,Home,Furniture,171.81,97.36,11.4
P0017458,S01020,Digital Goods,Courses,33.76,12.49,0.67
P0017459,S01020,Electronics,Accessories,248.41,166.6,8.12
P0017460,S01020,Digital Goods,Software,58.43,21.62,0.77
P0017461,S01020,Digital Goods,Gaming,30.48,12.94,0.81
P0017462,S01020,Digital Goods,Subscriptions,57.95,23.16,0.83
P0017463,S01020,Fashion,Women,43.18,23.33,5.08
P0017464,S01020,Sports,Fitness,81.21,49.02,7.19
P0017465,S01020,Digital Goods,Courses,64.2,33.86,0.87
P0017466,S01020,Digital Goods,Software,36.93,14.25,0.82
P0017467,S01020,Digital Goods,Gaming,49.99,18.5,0.82
P0017468,S01020,Home,Decor,76.93,40.09,10.24
P0017469,S01020,Digital Goods,Gaming,72.25,26.73,0.82
P0017470,S01020,Home,Decor,115.62,63.59,7.29
P0017471,S01020,Digital Goods,Subscriptions,85.64,33.17,0.85
P0017472,S01020,Digital Goods,Gaming,46.06,17.04,0.96
P0017473,S01020,Digital Goods,Software,63.16,23.37,0.68
P0017474,S01020,Digital Goods,Gaming,17.67,6.54,0.8
P0017475,S01021,Beauty,Skincare,28.52,14.71,3.68
P0017476,S01021,Beauty,Wellness,48.93,24.79,3.71
P0017477,S01021,Beauty,Skincare,39.76,20.37,2.66
P0017478,S01021,Beauty,Skincare,51.27,27.67,3.68
P0017479,S01021,Beauty,Skincare,44.84,22.33,2.62
P0017480,S01021,Beauty,Wellness,43.94,20.65,3.6
P0017481,S01021,Beauty,Hair,25.09,14.39,3.19
P0017482,S01021,Beauty,Skincare,27.42,12.87,3.8
P0017483,S01021,Beauty,Skincare,59.34,31.44,3.14
P0017484,S01021,Beauty,Skincare,28.77,12.61,2.7
P0017485,S01021,Electronics,Audio,94.59,69.27,7.48
P0017486,S01021,Beauty,Wellness,35.04,17.68,3.68
P0017487,S01021,Beauty,Wellness,47.71,23.84,2.92
P0017488,S01021,Beauty,Makeup,33.77,17.44,3.68
P0017489,S01021,Beauty,Wellness,28.39,14.53,3.12
P0017490,S01021,Beauty,Makeup,31.62,14.58,3.4
P0017491,S01021,Beauty,Hair,45.59,24.71,2.59
P0017492,S01021,Beauty,Hair,51.09,23.62,3.4
P0017493,S01021,Toys,STEM,41.04,24.25,3.49
P0017494,S01021,Home,Storage,83.85,46.2,11.41
P0017495,S01022,Fashion,Men,97.64,49.54,4.37
P0017496,S01022,Grocery,Snacks,17.11,13.61,2.84
P0017497,S01022,Fashion,Men,84.26,52.95,3.9
P0017498,S01022,Fashion,Women,52.95,26.36,5.26
P0017499,S01022,Fashion,Men,40.34,25.4,4.95
P0017500,S01022,Electronics,Accessories,611.14,525.38,7.55
P0017501,S01022,Fashion,Men,39.63,22.11,4.27
P0017502,S01022,Electronics,Audio,346.09,285.32,8.62
P0017503,S01022,Fashion,Shoes,83.12,46.36,4.03
P0017504,S01022,Fashion,Women,63.91,36.93,4.33
P0017505,S01022,Fashion,Shoes,101.63,57.59,5.07
P0017506,S01022,Fashion,Shoes,52.97,29.42,4.73
P0017507,S01022,Fashion,Men,54.44,28.94,3.54
P0017508,S01022,Fashion,Women,91.24,52.74,5.28
P0017509,S01022,Fashion,Shoes,58.28,33.55,3.64
P0017510,S01022,Fashion,Shoes,83.2,44.82,4.15
P0017511,S01022,Fashion,Shoes,44.58,24.08,5.43
P0017512,S01022,Sports,Cycling,96.11,63.01,6.96
P0017513,S01022,Fashion,Men,42.1,24.32,4.28
P0017514,S01022,Fashion,Shoes,22.6,12.99,3.58
P0017515,S01022,Fashion,Accessories,81.52,44.36,4.8
P0017516,S01022,Digital Goods,Software,43.89,19.25,0.68
P0017517,S01023,Fashion,Men,35.29,21.8,4.66
P0017518,S01023,Fashion,Men,38.49,25.4,3.77
P0017519,S01023,Fashion,Women,26.46,16.47,4.02
P0017520,S01023,Fashion,Men,74.4,43.27,3.71
P0017521,S01023,Fashion,Accessories,64.83,40.22,3.79
P0017522,S01023,Fashion,Shoes,51.36,30.05,3.98
P0017523,S01023,Fashion,Women,35.38,21.06,4.24
P0017524,S01023,Fashion,Women,37.15,21.67,3.87
P0017525,S01023,Fashion,Men,68.79,42.29,3.92
P0017526,S01023,Fashion,Women,65.08,39.54,3.47
P0017527,S01023,Fashion,Shoes,61.91,38.04,4.92
P0017528,S01023,Fashion,Men,57.85,33.77,5.15
P0017529,S01023,Fashion,Accessories,68.93,42.11,3.82
P0017530,S01023,Fashion,Men,33.65,17.43,5.23
P0017531,S01023,Fashion,Women,69.26,36.18,4.66
P0017532,S01023,Fashion,Accessories,129.17,71.62,3.58
P0017533,S01023,Fashion,Shoes,124.12,67.42,4.85
P0017534,S01023,Digital Goods,Courses,149.97,72.18,0.87
P0017535,S01023,Fashion,Shoes,66.05,38.12,3.65
P0017536,S01023,Fashion,Shoes,38.93,21.89,4.66
P0017537,S01023,Fashion,Men,94.97,60.28,4.13
P0017538,S01023,Fashion,Shoes,27.59,16.99,5.42
P0017539,S01023,Fashion,Accessories,45.89,25.88,3.68
P0017540,S01023,Fashion,Women,30.44,18.67,4.9
P0017541,S01023,Fashion,Men,59.85,33.03,4.54
P0017542,S01023,Fashion,Men,43.38,24.16,4.36
P0017543,S01023,Fashion,Accessories,45.58,25.68,5.45
P0017544,S01023,Digital Goods,Gaming,70.47,30.77,0.93
P0017545,S01023,Fashion,Accessories,56.89,36.24,4.23
P0017546,S01023,Toys,Educational,53.95,33.14,3.42
P0017547,S01023,Fashion,Accessories,65.39,37.32,4.61
P0017548,S01023,Toys,Puzzles,29.52,19.99,3.75
P0017549,S01023,Fashion,Shoes,64.89,30.66,4.55
P0017550,S01023,Fashion,Accessories,29.46,16.5,3.74
P0017551,S01023,Fashion,Shoes,45.05,25.47,5.4
P0017552,S01023,Fashion,Accessories,115.9,66.89,5.24
P0017553,S01023,Fashion,Women,35.0,21.21,3.88
P0017554,S01023,Toys,Educational,30.15,18.71,4.52
P0017555,S01023,Fashion,Women,27.37,14.49,4.72
P0017556,S01023,Toys,Educational,59.0,35.87,3.47
P0017557,S01023,Fashion,Shoes,74.5,44.47,4.48
P0017558,S01024,Toys,Action Figures,51.86,36.2,4.95
P0017559,S01024,Electronics,Accessories,255.6,192.15,6.32
P0017560,S01024,Beauty,Makeup,42.62,26.36,3.85
P0017561,S01024,Toys,STEM,41.86,22.43,4.83
P0017562,S01024,Toys,Educational,39.57,25.95,3.94
P0017563,S01024,Toys,Puzzles,74.03,48.72,3.42
P0017564,S01024,Toys,Puzzles,46.94,29.85,4.24
P0017565,S01024,Digital Goods,Subscriptions,75.62,36.59,0.73
P0017566,S01024,Toys,Puzzles,55.54,33.62,3.97
P0017567,S01024,Fashion,Shoes,46.65,25.61,4.33
P0017568,S01025,Digital Goods,Software,50.16,22.5,0.75
P0017569,S01025,Digital Goods,Gaming,50.65,18.74,0.97
P0017570,S01025,Electronics,Computers,247.68,181.71,9.46
P0017571,S01025,Grocery,Household,31.21,20.92,3.48
P0017572,S01025,Digital Goods,Courses,86.0,39.62,0.68
P0017573,S01025,Digital Goods,Subscriptions,57.59,26.59,0.88
P0017574,S01025,Digital Goods,Gaming,42.69,17.57,0.98
P0017575,S01025,Digital Goods,Gaming,96.48,45.68,0.82
P0017576,S01025,Digital Goods,Software,30.5,13.75,0.91
P0017577,S01026,Digital Goods,Courses,55.75,25.83,0.96
P0017578,S01026,Digital Goods,Gaming,81.05,35.98,0.77
P0017579,S01026,Digital Goods,Courses,40.94,22.17,0.91
P0017580,S01026,Digital Goods,Software,34.78,17.47,1.01
P0017581,S01026,Digital Goods,Gaming,44.19,22.64,0.73
P0017582,S01026,Digital Goods,Software,71.74,36.97,0.81
P0017583,S01026,Digital Goods,Subscriptions,101.48,46.93,0.73
P0017584,S01026,Digital Goods,Gaming,46.07,23.86,0.69
P0017585,S01027,Electronics,Audio,330.07,230.21,7.51
P0017586,S01027,Electronics,Computers,144.51,103.07,9.67
P0017587,S01027,Electronics,Computers,210.99,166.63,8.52
P0017588,S01027,Electronics,Audio,128.97,92.03,7.99
P0017589,S01027,Electronics,Phones,183.16,130.19,6.25
P0017590,S01027,Grocery,Household,19.0,12.45,2.88
P0017591,S01027,Electronics,Computers,253.22,167.51,9.43
P0017592,S01027,Electronics,Audio,428.73,335.83,6.78
P0017593,S01027,Electronics,Computers,194.05,127.3,9.64
P0017594,S01027,Grocery,Household,21.11,13.53,3.37
P0017595,S01027,Electronics,Accessories,183.24,131.34,8.7
P0017596,S01027,Electronics,Accessories,233.46,178.5,6.43
P0017597,S01027,Electronics,Phones,214.22,164.32,6.79
P0017598,S01027,Electronics,Phones,181.58,132.15,7.32
P0017599,S01027,Electronics,Accessories,213.87,144.21,7.53
P0017600,S01027,Electronics,Audio,314.34,238.91,9.16
P0017601,S01027,Electronics,Accessories,125.67,86.94,9.49
P0017602,S01027,Electronics,Audio,326.01,234.15,6.74
P0017603,S01028,Electronics,Computers,304.71,273.03,8.67
P0017604,S01028,Electronics,Accessories,162.02,138.04,6.81
P0017605,S01028,Electronics,Phones,136.47,109.83,7.2
P0017606,S01028,Electronics,Accessories,193.4,153.33,6.29
P0017607,S01028,Electronics,Phones,270.89,212.94,7.73
P0017608,S01028,Electronics,Accessories,198.94,170.34,6.89
P0017609,S01028,Electronics,Computers,352.06,277.8,6.44
P0017610,S01028,Electronics,Accessories,408.03,326.81,8.52
P0017611,S01028,Electronics,Accessories,186.19,152.44,7.16
P0017612,S01028,Electronics,Computers,155.11,131.74,8.54
P0017613,S01028,Digital Goods,Subscriptions,59.52,25.09,0.75
P0017614,S01028,Electronics,Accessories,183.14,167.11,9.73
P0017615,S01028,Electronics,Accessories,194.89,169.66,8.62
P0017616,S01028,Electronics,Phones,276.45,245.64,6.7
P0017617,S01028,Electronics,Audio,125.17,97.85,8.74
P0017618,S01028,Electronics,Audio,254.38,197.95,8.31
P0017619,S01028,Electronics,Accessories,311.73,256.69,7.68
P0017620,S01028,Electronics,Computers,336.47,268.22,6.99
P0017621,S01028,Electronics,Audio,140.1,119.36,8.46
P0017622,S01028,Electronics,Audio,337.47,282.97,9.04
P0017623,S01028,Electronics,Computers,326.32,300.4,8.09
P0017624,S01028,Electronics,Accessories,89.69,76.05,9.12
P0017625,S01028,Electronics,Audio,165.82,137.14,8.63
P0017626,S01029,Digital Goods,Software,57.21,21.17,0.88
P0017627,S01029,Digital Goods,Gaming,46.55,17.22,0.92
P0017628,S01029,Digital Goods,Software,44.32,16.4,0.88
P0017629,S01029,Toys,Action Figures,38.59,21.43,5.04
P0017630,S01029,Digital Goods,Courses,35.66,13.19,0.78
P0017631,S01029,Digital Goods,Gaming,39.04,14.44,1.03
P0017632,S01029,Digital Goods,Courses,28.53,10.56,0.72
P0017633,S01029,Digital Goods,Software,57.76,21.37,0.69
P0017634,S01029,Electronics,Computers,335.11,250.92,6.38
P0017635,S01029,Digital Goods,Courses,44.14,16.33,0.73
P0017636,S01029,Digital Goods,Gaming,61.18,25.94,0.82
P0017637,S01029,Digital Goods,Software,62.59,25.75,1.0
P0017638,S01029,Digital Goods,Courses,47.98,21.59,0.74
P0017639,S01029,Digital Goods,Courses,86.08,39.38,0.78
P0017640,S01029,Fashion,Men,95.78,38.76,4.32
P0017641,S01029,Digital Goods,Software,38.9,17.28,0.82
P0017642,S01029,Digital Goods,Courses,102.59,38.78,0.77
P0017643,S01029,Digital Goods,Subscriptions,76.79,33.13,0.68
P0017644,S01029,Digital Goods,Courses,30.42,13.13,0.88
P0017645,S01029,Digital Goods,Gaming,133.36,49.34,0.68
P0017646,S01029,Digital Goods,Gaming,32.21,11.92,0.68
P0017647,S01029,Digital Goods,Gaming,41.67,15.81,0.73
P0017648,S01029,Digital Goods,Courses,61.43,22.73,1.03
P0017649,S01030,Digital Goods,Gaming,91.39,33.81,0.84
P0017650,S01030,Fashion,Shoes,57.89,27.57,5.45
P0017651,S01030,Digital Goods,Software,30.55,11.3,0.86
P0017652,S01030,Digital Goods,Courses,45.95,17.0,1.01
P0017653,S01030,Digital Goods,Subscriptions,108.22,40.04,0.91
P0017654,S01030,Digital Goods,Software,45.41,16.8,0.66
P0017655,S01030,Beauty,Hair,32.62,15.1,2.97
P0017656,S01030,Digital Goods,Gaming,62.51,23.13,1.01
P0017657,S01030,Digital Goods,Software,33.95,14.02,0.72
P0017658,S01030,Digital Goods,Gaming,43.5,16.64,0.79
P0017659,S01030,Digital Goods,Software,80.71,34.29,0.84
P0017660,S01031,Electronics,Audio,234.14,180.13,9.08
P0017661,S01031,Digital Goods,Software,49.37,18.79,1.0
P0017662,S01031,Fashion,Women,68.84,30.45,5.43
P0017663,S01031,Toys,Puzzles,35.85,19.8,4.74
P0017664,S01031,Grocery,Beverages,22.79,18.7,3.41
P0017665,S01032,Fashion,Shoes,50.92,25.87,4.42
P0017666,S01032,Fashion,Women,35.11,17.51,4.15
P0017667,S01032,Fashion,Women,50.86,25.09,4.4
P0017668,S01032,Fashion,Shoes,39.91,21.35,3.51
P0017669,S01032,Fashion,Accessories,43.64,20.19,4.89
P0017670,S01032,Fashion,Women,35.11,15.95,5.18
P0017671,S01032,Fashion,Men,39.79,18.17,3.49
P0017672,S01032,Fashion,Women,54.19,28.44,3.84
P0017673,S01032,Fashion,Accessories,71.26,31.41,3.59
P0017674,S01032,Fashion,Shoes,42.78,17.82,4.6
P0017675,S01032,Digital Goods,Courses,55.42,23.7,0.87
P0017676,S01032,Fashion,Shoes,60.72,31.65,5.06
P0017677,S01032,Home,Decor,141.22,81.08,9.47
P0017678,S01032,Electronics,Accessories,219.32,151.21,9.22
P0017679,S01032,Fashion,Shoes,91.88,44.89,4.14
P0017680,S01032,Fashion,Women,63.5,24.62,4.61
P0017681,S01032,Fashion,Accessories,63.25,29.13,3.65
P0017682,S01032,Fashion,Women,40.23,22.97,5.46
P0017683,S01032,Fashion,Men,50.38,22.76,4.02
P0017684,S01032,Grocery,Pantry,27.15,21.53,3.14
P0017685,S01032,Fashion,Men,69.32,35.32,4.04
P0017686,S01032,Beauty,Hair,27.14,13.91,3.39
P0017687,S01032,Fashion,Women,32.44,15.19,4.27
P0017688,S01032,Fashion,Shoes,64.94,29.94,5.37
P0017689,S01032,Fashion,Women,68.67,31.84,5.46
P0017690,S01032,Sports,Team Sports,71.43,41.38,7.41
P0017691,S01032,Fashion,Men,58.61,26.54,4.29
P0017692,S01032,Fashion,Shoes,98.59,47.05,5.16
P0017693,S01032,Fashion,Accessories,60.87,28.59,4.57
P0017694,S01033,Beauty,Makeup,44.96,23.87,4.01
P0017695,S01033,Beauty,Makeup,46.95,20.93,3.93
P0017696,S01033,Beauty,Makeup,44.6,19.7,3.59
P0017697,S01033,Sports,Outdoor,87.86,50.59,5.68
P0017698,S01033,Beauty,Makeup,72.65,36.49,2.59
P0017699,S01033,Beauty,Hair,22.62,10.04,2.91
P0017700,S01033,Toys,STEM,60.01,32.01,4.89
P0017701,S01033,Beauty,Skincare,20.29,9.74,2.96
P0017702,S01034,Fashion,Shoes,40.6,18.48,4.44
P0017703,S01034,Home,Decor,111.37,68.26,10.93
P0017704,S01034,Fashion,Accessories,40.11,18.19,3.79
P0017705,S01034,Fashion,Accessories,99.7,45.22,4.16
P0017706,S01034,Grocery,Beverages,17.83,12.32,2.48
P0017707,S01034,Fashion,Accessories,56.65,27.25,5.29
P0017708,S01034,Fashion,Accessories,90.43,39.68,5.22
P0017709,S01034,Fashion,Accessories,46.26,21.45,4.19
P0017710,S01034,Fashion,Women,67.48,24.97,5.12
P0017711,S01034,Fashion,Men,48.46,23.89,3.97
P0017712,S01034,Fashion,Women,65.91,31.73,5.18
P0017713,S01035,Toys,Educational,51.71,27.09,4.17
P0017714,S01035,Toys,STEM,52.03,25.47,4.02
P0017715,S01035,Sports,Team Sports,50.78,25.77,7.86
P0017716,S01035,Toys,Puzzles,75.78,40.96,3.41
P0017717,S01035,Toys,Educational,74.72,36.84,5.08
P0017718,S01035,Grocery,Household,27.99,20.46,2.66
P0017719,S01035,Toys,STEM,53.2,29.79,4.98
P0017720,S01035,Home,Kitchen,119.8,75.56,10.86
P0017721,S01035,Toys,STEM,66.9,39.94,5.12
P0017722,S01035,Toys,Educational,60.03,33.86,4.1
P0017723,S01035,Toys,Action Figures,66.48,36.66,3.81
P0017724,S01035,Toys,Educational,34.58,17.9,5.1
P0017725,S01035,Toys,Puzzles,21.66,12.0,5.31
P0017726,S01035,Toys,Action Figures,23.54,11.46,4.63
P0017727,S01035,Toys,STEM,37.28,17.82,4.86
P0017728,S01035,Home,Storage,139.34,86.24,9.45
P0017729,S01035,Toys,Puzzles,35.76,21.16,4.73
P0017730,S01035,Toys,Action Figures,39.21,19.78,4.01
P0017731,S01035,Toys,Educational,30.61,18.31,3.41
P0017732,S01035,Fashion,Men,61.14,31.22,4.66
P0017733,S01035,Toys,Educational,28.5,14.89,5.32
P0017734,S01035,Sports,Outdoor,91.6,57.43,7.78
P0017735,S01035,Toys,Action Figures,59.96,31.13,3.68
P0017736,S01035,Grocery,Snacks,20.67,13.93,2.83
P0017737,S01036,Fashion,Men,56.48,35.46,4.64
P0017738,S01036,Fashion,Accessories,42.25,20.29,4.82
P0017739,S01036,Fashion,Accessories,72.32,37.96,4.85
P0017740,S01036,Fashion,Shoes,55.27,29.92,5.34
P0017741,S01036,Fashion,Men,57.16,31.27,5.42
P0017742,S01036,Fashion,Women,49.47,32.48,5.45
P0017743,S01036,Beauty,Skincare,30.06,18.68,3.52
P0017744,S01036,Fashion,Accessories,55.36,34.06,3.91
P0017745,S01036,Fashion,Women,50.66,27.79,3.6
P0017746,S01036,Fashion,Shoes,65.05,34.86,4.45
P0017747,S01036,Digital Goods,Subscriptions,76.5,39.84,1.03
P0017748,S01036,Fashion,Accessories,56.56,31.55,4.34
P0017749,S01036,Fashion,Shoes,59.49,34.12,4.25
P0017750,S01036,Fashion,Men,54.76,29.32,4.23
P0017751,S01036,Fashion,Accessories,62.83,35.42,4.13
P0017752,S01036,Fashion,Women,60.1,33.24,3.86
P0017753,S01036,Digital Goods,Subscriptions,110.28,51.17,0.96
P0017754,S01036,Fashion,Accessories,64.18,35.75,5.45
P0017755,S01037,Grocery,Household,34.35,22.13,2.76
P0017756,S01037,Grocery,Pantry,9.32,7.01,2.99
P0017757,S01037,Grocery,Snacks,21.03,14.15,2.61
P0017758,S01037,Grocery,Household,25.8,17.45,2.45
P0017759,S01037,Grocery,Beverages,26.07,18.03,2.53
P0017760,S01037,Grocery,Pantry,23.51,16.39,2.34
P0017761,S01037,Fashion,Men,45.98,20.38,4.63
P0017762,S01037,Fashion,Women,55.18,29.46,3.52
P0017763,S01037,Electronics,Accessories,413.86,289.78,6.63
P0017764,S01037,Beauty,Hair,35.34,17.52,2.77
P0017765,S01037,Fashion,Women,37.02,17.12,4.36
P0017766,S01037,Grocery,Snacks,12.29,7.61,3.25
P0017767,S01037,Grocery,Household,21.75,16.81,2.79
P0017768,S01037,Grocery,Beverages,37.83,27.79,3.27
P0017769,S01037,Home,Storage,78.11,43.42,7.64
P0017770,S01037,Grocery,Pantry,14.7,9.6,2.83
P0017771,S01037,Toys,Educational,38.69,20.85,4.93
P0017772,S01037,Grocery,Beverages,21.96,14.45,2.4
P0017773,S01037,Grocery,Beverages,33.1,21.57,2.45
P0017774,S01037,Digital Goods,Gaming,43.16,16.44,0.95
P0017775,S01037,Grocery,Beverages,15.73,10.01,3.26
P0017776,S01037,Grocery,Household,17.92,12.22,2.38
P0017777,S01037,Grocery,Beverages,16.66,10.64,2.5
P0017778,S01037,Digital Goods,Subscriptions,76.33,28.24,0.9
P0017779,S01037,Grocery,Beverages,31.34,18.82,2.82
P0017780,S01037,Grocery,Household,24.78,15.81,2.64
P0017781,S01037,Grocery,Beverages,18.83,12.11,3.24
P0017782,S01037,Grocery,Household,19.86,13.56,3.2
P0017783,S01037,Grocery,Beverages,23.25,14.16,2.59
P0017784,S01037,Grocery,Pantry,18.17,12.64,3.47
P0017785,S01037,Toys,STEM,38.01,21.4,4.92
P0017786,S01037,Grocery,Snacks,35.47,25.22,2.64
P0017787,S01037,Grocery,Pantry,13.39,9.2,3.14
P0017788,S01037,Grocery,Snacks,21.36,14.92,3.13
P0017789,S01037,Grocery,Beverages,22.61,16.57,3.15
P0017790,S01038,Fashion,Women,76.98,31.87,3.99
P0017791,S01038,Fashion,Women,72.52,36.02,3.65
P0017792,S01038,Fashion,Accessories,85.94,38.77,3.49
P0017793,S01038,Fashion,Women,64.43,24.71,5.26
P0017794,S01038,Sports,Outdoor,77.02,48.18,7.28
P0017795,S01038,Fashion,Accessories,39.54,17.55,4.25
P0017796,S01038,Fashion,Women,50.05,20.07,3.98
P0017797,S01038,Beauty,Skincare,28.18,15.98,2.55
P0017798,S01038,Fashion,Men,63.54,34.27,4.22
P0017799,S01039,Electronics,Audio,482.83,399.48,7.73
P0017800,S01039,Electronics,Computers,202.62,156.7,6.51
P0017801,S01039,Electronics,Audio,236.15,187.55,9.73
P0017802,S01039,Electronics,Computers,287.38,244.34,8.07
P0017803,S01039,Electronics,Computers,183.66,149.29,6.2
P0017804,S01039,Electronics,Computers,130.06,114.35,6.43
P0017805,S01039,Electronics,Phones,162.51,119.56,6.77
P0017806,S01039,Electronics,Audio,215.29,185.5,8.06
