seller_id,current_period,quality_inputs,fraud_inputs,profitability_inputs,operational_inputs,concentration_inputs
S00918,2026-02,"{""cancellation_rate"": 0.095238, ""on_time_rate"": 0.47619, ""refund_rate"": 0.095238, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.047619, ""dispute_rate"": 0.190476, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.783844, ""margin_rate"": 0.023874, ""promo_dependency_rate"": 0.052471}","{""avg_delay_days"": 1.380952, ""cancellation_rate"": 0.095238, ""delayed_order_rate"": 0.047619}","{""gmv_rank_percentile"": 0.5625, ""gmv_share"": 0.000448, ""order_share"": 0.000323, ""top_decile_volume"": 0.0}"
S00919,2026-02,"{""cancellation_rate"": 0.138889, ""on_time_rate"": 0.166667, ""refund_rate"": 0.138889, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.083333, ""dispute_rate"": 0.166667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.693397, ""margin_rate"": -0.009233, ""promo_dependency_rate"": 0.066004}","{""avg_delay_days"": 1.888889, ""cancellation_rate"": 0.138889, ""delayed_order_rate"": 0.277778}","{""gmv_rank_percentile"": 0.341667, ""gmv_share"": 0.000238, ""order_share"": 0.000554, ""top_decile_volume"": 0.0}"
S00920,2026-02,"{""cancellation_rate"": 0.045455, ""on_time_rate"": 0.545455, ""refund_rate"": 0.166667, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.045455, ""dispute_rate"": 0.075758, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 32.011208, ""margin_rate"": 0.068176, ""promo_dependency_rate"": 0.018118}","{""avg_delay_days"": 1.363636, ""cancellation_rate"": 0.045455, ""delayed_order_rate"": 0.060606}","{""gmv_rank_percentile"": 0.946667, ""gmv_share"": 0.002729, ""order_share"": 0.001015, ""top_decile_volume"": 1.0}"
S00921,2026-02,"{""cancellation_rate"": 0.142857, ""on_time_rate"": 0.0, ""refund_rate"": 0.0, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.142857, ""dispute_rate"": 0.142857, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 9.663468, ""margin_rate"": 0.049386, ""promo_dependency_rate"": 0.030627}","{""avg_delay_days"": 2.0, ""cancellation_rate"": 0.142857, ""delayed_order_rate"": 0.285714}","{""gmv_rank_percentile"": 0.143333, ""gmv_share"": 0.000121, ""order_share"": 0.000108, ""top_decile_volume"": 0.0}"
S00922,2026-02,"{""cancellation_rate"": 0.168514, ""on_time_rate"": 0.0, ""refund_rate"": 0.235033, ""repeat_buyer_rate"": 0.10643}","{""chargeback_rate"": 0.128603, ""dispute_rate"": 0.179601, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.874673, ""margin_rate"": 0.004052, ""promo_dependency_rate"": 0.030139}","{""avg_delay_days"": 3.778271, ""cancellation_rate"": 0.168514, ""delayed_order_rate"": 0.831486}","{""gmv_rank_percentile"": 0.998333, ""gmv_share"": 0.018375, ""order_share"": 0.006936, ""top_decile_volume"": 1.0}"
S00923,2026-02,"{""cancellation_rate"": 0.169811, ""on_time_rate"": 0.301887, ""refund_rate"": 0.132075, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.037736, ""dispute_rate"": 0.169811, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 22.233497, ""margin_rate"": 0.047876, ""promo_dependency_rate"": 0.03041}","{""avg_delay_days"": 1.45283, ""cancellation_rate"": 0.169811, ""delayed_order_rate"": 0.09434}","{""gmv_rank_percentile"": 0.925833, ""gmv_share"": 0.002168, ""order_share"": 0.000815, ""top_decile_volume"": 1.0}"
S00924,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.055556, ""refund_rate"": 0.166667, ""repeat_buyer_rate"": 0.055556}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.166667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.161952, ""margin_rate"": 0.027894, ""promo_dependency_rate"": 0.029358}","{""avg_delay_days"": 2.333333, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.333333}","{""gmv_rank_percentile"": 0.409167, ""gmv_share"": 0.000293, ""order_share"": 0.000277, ""top_decile_volume"": 0.0}"
S00925,2026-02,"{""cancellation_rate"": 0.05, ""on_time_rate"": 0.4, ""refund_rate"": 0.2, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.1, ""dispute_rate"": 0.4, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.681261, ""margin_rate"": 0.019407, ""promo_dependency_rate"": 0.024275}","{""avg_delay_days"": 1.65, ""cancellation_rate"": 0.05, ""delayed_order_rate"": 0.15}","{""gmv_rank_percentile"": 0.461667, ""gmv_share"": 0.000334, ""order_share"": 0.000308, ""top_decile_volume"": 0.0}"
S00926,2026-02,"{""cancellation_rate"": 0.074074, ""on_time_rate"": 0.111111, ""refund_rate"": 0.148148, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.074074, ""dispute_rate"": 0.148148, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 4.532593, ""margin_rate"": 0.039693, ""promo_dependency_rate"": 0.031079}","{""avg_delay_days"": 2.259259, ""cancellation_rate"": 0.074074, ""delayed_order_rate"": 0.481481}","{""gmv_rank_percentile"": 0.383333, ""gmv_share"": 0.000272, ""order_share"": 0.000415, ""top_decile_volume"": 0.0}"
S00927,2026-02,"{""cancellation_rate"": 0.098361, ""on_time_rate"": 0.147541, ""refund_rate"": 0.196721, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.131148, ""dispute_rate"": 0.163934, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.85905, ""margin_rate"": 0.055883, ""promo_dependency_rate"": 0.022839}","{""avg_delay_days"": 1.868852, ""cancellation_rate"": 0.098361, ""delayed_order_rate"": 0.196721}","{""gmv_rank_percentile"": 0.663333, ""gmv_share"": 0.000563, ""order_share"": 0.000938, ""top_decile_volume"": 0.0}"
S00928,2026-02,"{""cancellation_rate"": 0.125, ""on_time_rate"": 0.0625, ""refund_rate"": 0.0625, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0625, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.095499, ""margin_rate"": 0.028858, ""promo_dependency_rate"": 0.026611}","{""avg_delay_days"": 1.8125, ""cancellation_rate"": 0.125, ""delayed_order_rate"": 0.125}","{""gmv_rank_percentile"": 0.355833, ""gmv_share"": 0.000249, ""order_share"": 0.000246, ""top_decile_volume"": 0.0}"
S00929,2026-02,"{""cancellation_rate"": 0.030303, ""on_time_rate"": 0.424242, ""refund_rate"": 0.212121, ""repeat_buyer_rate"": 0.030303}","{""chargeback_rate"": 0.030303, ""dispute_rate"": 0.212121, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.544542, ""margin_rate"": -0.00457, ""promo_dependency_rate"": 0.063892}","{""avg_delay_days"": 1.545455, ""cancellation_rate"": 0.030303, ""delayed_order_rate"": 0.030303}","{""gmv_rank_percentile"": 0.474167, ""gmv_share"": 0.000346, ""order_share"": 0.000508, ""top_decile_volume"": 0.0}"
S00930,2026-02,"{""cancellation_rate"": 0.142857, ""on_time_rate"": 0.174603, ""refund_rate"": 0.079365, ""repeat_buyer_rate"": 0.031746}","{""chargeback_rate"": 0.063492, ""dispute_rate"": 0.142857, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.315776, ""margin_rate"": -0.026112, ""promo_dependency_rate"": 0.043625}","{""avg_delay_days"": 1.825397, ""cancellation_rate"": 0.142857, ""delayed_order_rate"": 0.285714}","{""gmv_rank_percentile"": 0.3975, ""gmv_share"": 0.00028, ""order_share"": 0.000969, ""top_decile_volume"": 0.0}"
S00931,2026-02,"{""cancellation_rate"": 0.1, ""on_time_rate"": 0.0, ""refund_rate"": 0.15, ""repeat_buyer_rate"": 0.05}","{""chargeback_rate"": 0.025, ""dispute_rate"": 0.175, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.524009, ""margin_rate"": -0.009184, ""promo_dependency_rate"": 0.057959}","{""avg_delay_days"": 3.875, ""cancellation_rate"": 0.1, ""delayed_order_rate"": 0.9}","{""gmv_rank_percentile"": 0.288333, ""gmv_share"": 0.000201, ""order_share"": 0.000615, ""top_decile_volume"": 0.0}"
S00932,2026-02,"{""cancellation_rate"": 0.095238, ""on_time_rate"": 0.285714, ""refund_rate"": 0.285714, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.142857, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.292063, ""margin_rate"": -0.002491, ""promo_dependency_rate"": 0.056318}","{""avg_delay_days"": 1.666667, ""cancellation_rate"": 0.095238, ""delayed_order_rate"": 0.190476}","{""gmv_rank_percentile"": 0.309167, ""gmv_share"": 0.000217, ""order_share"": 0.000323, ""top_decile_volume"": 0.0}"
S00933,2026-02,"{""cancellation_rate"": 0.058824, ""on_time_rate"": 0.647059, ""refund_rate"": 0.176471, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.058824, ""dispute_rate"": 0.117647, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.39839, ""margin_rate"": 0.003601, ""promo_dependency_rate"": 0.052422}","{""avg_delay_days"": 1.176471, ""cancellation_rate"": 0.058824, ""delayed_order_rate"": 0.0}","{""gmv_rank_percentile"": 0.220833, ""gmv_share"": 0.000166, ""order_share"": 0.000261, ""top_decile_volume"": 0.0}"
S00934,2026-02,"{""cancellation_rate"": 0.0625, ""on_time_rate"": 0.28125, ""refund_rate"": 0.1875, ""repeat_buyer_rate"": 0.03125}","{""chargeback_rate"": 0.0625, ""dispute_rate"": 0.09375, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.328584, ""margin_rate"": 0.026878, ""promo_dependency_rate"": 0.035971}","{""avg_delay_days"": 1.65625, ""cancellation_rate"": 0.0625, ""delayed_order_rate"": 0.125}","{""gmv_rank_percentile"": 0.66, ""gmv_share"": 0.000559, ""order_share"": 0.000492, ""top_decile_volume"": 0.0}"
S00935,2026-02,"{""cancellation_rate"": 0.054054, ""on_time_rate"": 0.216216, ""refund_rate"": 0.189189, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.027027, ""dispute_rate"": 0.216216, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.290426, ""margin_rate"": -0.031979, ""promo_dependency_rate"": 0.075377}","{""avg_delay_days"": 2.108108, ""cancellation_rate"": 0.054054, ""delayed_order_rate"": 0.378378}","{""gmv_rank_percentile"": 0.164167, ""gmv_share"": 0.000131, ""order_share"": 0.000569, ""top_decile_volume"": 0.0}"
S00936,2026-02,"{""cancellation_rate"": 0.153846, ""on_time_rate"": 0.076923, ""refund_rate"": 0.153846, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.076923, ""dispute_rate"": 0.230769, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 32.808929, ""margin_rate"": 0.056524, ""promo_dependency_rate"": 0.016631}","{""avg_delay_days"": 1.923077, ""cancellation_rate"": 0.153846, ""delayed_order_rate"": 0.307692}","{""gmv_rank_percentile"": 0.720833, ""gmv_share"": 0.000665, ""order_share"": 0.0002, ""top_decile_volume"": 0.0}"
S00937,2026-02,"{""cancellation_rate"": 0.142857, ""on_time_rate"": 0.089286, ""refund_rate"": 0.232143, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.017857, ""dispute_rate"": 0.160714, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.59028, ""margin_rate"": -0.004694, ""promo_dependency_rate"": 0.060345}","{""avg_delay_days"": 1.910714, ""cancellation_rate"": 0.142857, ""delayed_order_rate"": 0.267857}","{""gmv_rank_percentile"": 0.695, ""gmv_share"": 0.00062, ""order_share"": 0.000861, ""top_decile_volume"": 0.0}"
S00938,2026-02,"{""cancellation_rate"": 0.111111, ""on_time_rate"": 0.0, ""refund_rate"": 0.0, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.111111, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.816966, ""margin_rate"": 0.034707, ""promo_dependency_rate"": 0.038948}","{""avg_delay_days"": 3.777778, ""cancellation_rate"": 0.111111, ""delayed_order_rate"": 0.888889}","{""gmv_rank_percentile"": 0.051667, ""gmv_share"": 6.4e-05, ""order_share"": 0.000138, ""top_decile_volume"": 0.0}"
S00939,2026-02,"{""cancellation_rate"": 0.166667, ""on_time_rate"": 0.0, ""refund_rate"": 0.309524, ""repeat_buyer_rate"": 0.035714}","{""chargeback_rate"": 0.059524, ""dispute_rate"": 0.166667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.628585, ""margin_rate"": -0.031018, ""promo_dependency_rate"": 0.049167}","{""avg_delay_days"": 4.095238, ""cancellation_rate"": 0.166667, ""delayed_order_rate"": 0.833333}","{""gmv_rank_percentile"": 0.511667, ""gmv_share"": 0.000388, ""order_share"": 0.001292, ""top_decile_volume"": 0.0}"
S00940,2026-02,"{""cancellation_rate"": 0.195035, ""on_time_rate"": 0.0, ""refund_rate"": 0.248227, ""repeat_buyer_rate"": 0.078014}","{""chargeback_rate"": 0.12766, ""dispute_rate"": 0.166667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -2.887771, ""margin_rate"": -0.023151, ""promo_dependency_rate"": 0.043207}","{""avg_delay_days"": 3.79078, ""cancellation_rate"": 0.195035, ""delayed_order_rate"": 0.804965}","{""gmv_rank_percentile"": 0.955, ""gmv_share"": 0.003098, ""order_share"": 0.004337, ""top_decile_volume"": 1.0}"
S00941,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.555556, ""refund_rate"": 0.055556, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.111111, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 6.680087, ""margin_rate"": 0.064153, ""promo_dependency_rate"": 0.033511}","{""avg_delay_days"": 1.555556, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.166667}","{""gmv_rank_percentile"": 0.218333, ""gmv_share"": 0.000165, ""order_share"": 0.000277, ""top_decile_volume"": 0.0}"
S00942,2026-02,"{""cancellation_rate"": 0.163636, ""on_time_rate"": 0.127273, ""refund_rate"": 0.163636, ""repeat_buyer_rate"": 0.018182}","{""chargeback_rate"": 0.036364, ""dispute_rate"": 0.127273, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 6.024952, ""margin_rate"": 0.045316, ""promo_dependency_rate"": 0.037276}","{""avg_delay_days"": 1.890909, ""cancellation_rate"": 0.163636, ""delayed_order_rate"": 0.345455}","{""gmv_rank_percentile"": 0.709167, ""gmv_share"": 0.000644, ""order_share"": 0.000846, ""top_decile_volume"": 0.0}"
S00943,2026-02,"{""cancellation_rate"": 0.111111, ""on_time_rate"": 0.472222, ""refund_rate"": 0.083333, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.111111, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 14.80205, ""margin_rate"": 0.086571, ""promo_dependency_rate"": 0.021055}","{""avg_delay_days"": 1.333333, ""cancellation_rate"": 0.111111, ""delayed_order_rate"": 0.055556}","{""gmv_rank_percentile"": 0.640833, ""gmv_share"": 0.000542, ""order_share"": 0.000554, ""top_decile_volume"": 0.0}"
S00944,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.222222, ""refund_rate"": 0.222222, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.055556, ""dispute_rate"": 0.055556, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 33.827656, ""margin_rate"": 0.067534, ""promo_dependency_rate"": 0.011448}","{""avg_delay_days"": 2.166667, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.388889}","{""gmv_rank_percentile"": 0.771667, ""gmv_share"": 0.000794, ""order_share"": 0.000277, ""top_decile_volume"": 0.0}"
S00945,2026-02,"{""cancellation_rate"": 0.031746, ""on_time_rate"": 0.15873, ""refund_rate"": 0.285714, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.015873, ""dispute_rate"": 0.15873, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 4.771441, ""margin_rate"": 0.036053, ""promo_dependency_rate"": 0.043978}","{""avg_delay_days"": 2.142857, ""cancellation_rate"": 0.031746, ""delayed_order_rate"": 0.333333}","{""gmv_rank_percentile"": 0.746667, ""gmv_share"": 0.000734, ""order_share"": 0.000969, ""top_decile_volume"": 0.0}"
S00946,2026-02,"{""cancellation_rate"": 0.137931, ""on_time_rate"": 0.0, ""refund_rate"": 0.275862, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.068966, ""dispute_rate"": 0.172414, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 6.173848, ""margin_rate"": 0.033916, ""promo_dependency_rate"": 0.037119}","{""avg_delay_days"": 3.965517, ""cancellation_rate"": 0.137931, ""delayed_order_rate"": 0.862069}","{""gmv_rank_percentile"": 0.583333, ""gmv_share"": 0.000465, ""order_share"": 0.000446, ""top_decile_volume"": 0.0}"
S00947,2026-02,"{""cancellation_rate"": 0.076923, ""on_time_rate"": 0.346154, ""refund_rate"": 0.115385, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.192308, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 4.277647, ""margin_rate"": 0.042926, ""promo_dependency_rate"": 0.034285}","{""avg_delay_days"": 1.615385, ""cancellation_rate"": 0.076923, ""delayed_order_rate"": 0.153846}","{""gmv_rank_percentile"": 0.328333, ""gmv_share"": 0.000228, ""order_share"": 0.0004, ""top_decile_volume"": 0.0}"
S00948,2026-02,"{""cancellation_rate"": 0.176871, ""on_time_rate"": 0.0, ""refund_rate"": 0.265306, ""repeat_buyer_rate"": 0.047619}","{""chargeback_rate"": 0.102041, ""dispute_rate"": 0.204082, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 6.699215, ""margin_rate"": 0.020665, ""promo_dependency_rate"": 0.03117}","{""avg_delay_days"": 3.727891, ""cancellation_rate"": 0.176871, ""delayed_order_rate"": 0.823129}","{""gmv_rank_percentile"": 0.966667, ""gmv_share"": 0.004197, ""order_share"": 0.002261, ""top_decile_volume"": 1.0}"
S00949,2026-02,"{""cancellation_rate"": 0.090909, ""on_time_rate"": 0.090909, ""refund_rate"": 0.136364, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.090909, ""dispute_rate"": 0.272727, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.190303, ""margin_rate"": 0.012567, ""promo_dependency_rate"": 0.036742}","{""avg_delay_days"": 1.863636, ""cancellation_rate"": 0.090909, ""delayed_order_rate"": 0.136364}","{""gmv_rank_percentile"": 0.465, ""gmv_share"": 0.000338, ""order_share"": 0.000338, ""top_decile_volume"": 0.0}"
S00950,2026-02,"{""cancellation_rate"": 0.075758, ""on_time_rate"": 0.045455, ""refund_rate"": 0.181818, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.075758, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 9.240143, ""margin_rate"": 0.031293, ""promo_dependency_rate"": 0.045511}","{""avg_delay_days"": 2.409091, ""cancellation_rate"": 0.075758, ""delayed_order_rate"": 0.515152}","{""gmv_rank_percentile"": 0.906667, ""gmv_share"": 0.001716, ""order_share"": 0.001015, ""top_decile_volume"": 1.0}"
S00951,2026-02,"{""cancellation_rate"": 0.076923, ""on_time_rate"": 0.153846, ""refund_rate"": 0.076923, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.230769, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 10.627903, ""margin_rate"": 0.068232, ""promo_dependency_rate"": 0.013462}","{""avg_delay_days"": 1.923077, ""cancellation_rate"": 0.076923, ""delayed_order_rate"": 0.230769}","{""gmv_rank_percentile"": 0.245833, ""gmv_share"": 0.000178, ""order_share"": 0.0002, ""top_decile_volume"": 0.0}"
S00952,2026-02,"{""cancellation_rate"": 0.106383, ""on_time_rate"": 0.106383, ""refund_rate"": 0.191489, ""repeat_buyer_rate"": 0.021277}","{""chargeback_rate"": 0.042553, ""dispute_rate"": 0.148936, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.723686, ""margin_rate"": 0.069702, ""promo_dependency_rate"": 0.02584}","{""avg_delay_days"": 1.87234, ""cancellation_rate"": 0.106383, ""delayed_order_rate"": 0.191489}","{""gmv_rank_percentile"": 0.465833, ""gmv_share"": 0.00034, ""order_share"": 0.000723, ""top_decile_volume"": 0.0}"
S00953,2026-02,"{""cancellation_rate"": 0.166667, ""on_time_rate"": 0.0, ""refund_rate"": 0.25, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.083333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.85213, ""margin_rate"": 0.05554, ""promo_dependency_rate"": 0.027744}","{""avg_delay_days"": 3.833333, ""cancellation_rate"": 0.166667, ""delayed_order_rate"": 0.833333}","{""gmv_rank_percentile"": 0.125833, ""gmv_share"": 0.000111, ""order_share"": 0.000185, ""top_decile_volume"": 0.0}"
S00954,2026-02,"{""cancellation_rate"": 0.166667, ""on_time_rate"": 0.333333, ""refund_rate"": 0.309524, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.071429, ""dispute_rate"": 0.119048, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.033018, ""margin_rate"": 0.000389, ""promo_dependency_rate"": 0.065749}","{""avg_delay_days"": 1.47619, ""cancellation_rate"": 0.166667, ""delayed_order_rate"": 0.119048}","{""gmv_rank_percentile"": 0.4275, ""gmv_share"": 0.000314, ""order_share"": 0.000646, ""top_decile_volume"": 0.0}"
S00955,2026-02,"{""cancellation_rate"": 0.117647, ""on_time_rate"": 0.0, ""refund_rate"": 0.176471, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.088235, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 4.714352, ""margin_rate"": 0.0346, ""promo_dependency_rate"": 0.031401}","{""avg_delay_days"": 3.705882, ""cancellation_rate"": 0.117647, ""delayed_order_rate"": 0.882353}","{""gmv_rank_percentile"": 0.529167, ""gmv_share"": 0.000408, ""order_share"": 0.000523, ""top_decile_volume"": 0.0}"
S00956,2026-02,"{""cancellation_rate"": 0.058824, ""on_time_rate"": 0.235294, ""refund_rate"": 0.058824, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.235294, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.15879, ""margin_rate"": 0.019248, ""promo_dependency_rate"": 0.057338}","{""avg_delay_days"": 1.823529, ""cancellation_rate"": 0.058824, ""delayed_order_rate"": 0.176471}","{""gmv_rank_percentile"": 0.350833, ""gmv_share"": 0.000246, ""order_share"": 0.000261, ""top_decile_volume"": 0.0}"
S00957,2026-02,"{""cancellation_rate"": 0.26087, ""on_time_rate"": 0.217391, ""refund_rate"": 0.173913, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.086957, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -2.05945, ""margin_rate"": -0.011021, ""promo_dependency_rate"": 0.047502}","{""avg_delay_days"": 1.434783, ""cancellation_rate"": 0.26087, ""delayed_order_rate"": 0.173913}","{""gmv_rank_percentile"": 0.5025, ""gmv_share"": 0.000379, ""order_share"": 0.000354, ""top_decile_volume"": 0.0}"
S00958,2026-02,"{""cancellation_rate"": 0.130435, ""on_time_rate"": 0.0, ""refund_rate"": 0.304348, ""repeat_buyer_rate"": 0.043478}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.130435, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.582483, ""margin_rate"": 0.009223, ""promo_dependency_rate"": 0.045906}","{""avg_delay_days"": 2.347826, ""cancellation_rate"": 0.130435, ""delayed_order_rate"": 0.565217}","{""gmv_rank_percentile"": 0.475833, ""gmv_share"": 0.000348, ""order_share"": 0.000354, ""top_decile_volume"": 0.0}"
S00959,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.153846, ""refund_rate"": 0.076923, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 4.965889, ""margin_rate"": 0.033208, ""promo_dependency_rate"": 0.021384}","{""avg_delay_days"": 2.307692, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.384615}","{""gmv_rank_percentile"": 0.233333, ""gmv_share"": 0.000171, ""order_share"": 0.0002, ""top_decile_volume"": 0.0}"
S00960,2026-02,"{""cancellation_rate"": 0.136364, ""on_time_rate"": 0.454545, ""refund_rate"": 0.0, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.090909, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 10.061901, ""margin_rate"": 0.064497, ""promo_dependency_rate"": 0.006696}","{""avg_delay_days"": 1.272727, ""cancellation_rate"": 0.136364, ""delayed_order_rate"": 0.045455}","{""gmv_rank_percentile"": 0.416667, ""gmv_share"": 0.000302, ""order_share"": 0.000338, ""top_decile_volume"": 0.0}"
S00961,2026-02,"{""cancellation_rate"": 0.204082, ""on_time_rate"": 0.0, ""refund_rate"": 0.163265, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.122449, ""dispute_rate"": 0.183673, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 10.458811, ""margin_rate"": 0.025726, ""promo_dependency_rate"": 0.047156}","{""avg_delay_days"": 3.632653, ""cancellation_rate"": 0.204082, ""delayed_order_rate"": 0.795918}","{""gmv_rank_percentile"": 0.910833, ""gmv_share"": 0.001754, ""order_share"": 0.000754, ""top_decile_volume"": 1.0}"
S00962,2026-02,"{""cancellation_rate"": 0.142857, ""on_time_rate"": 0.642857, ""refund_rate"": 0.142857, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.381635, ""margin_rate"": 0.040894, ""promo_dependency_rate"": 0.022026}","{""avg_delay_days"": 0.928571, ""cancellation_rate"": 0.142857, ""delayed_order_rate"": 0.0}","{""gmv_rank_percentile"": 0.109167, ""gmv_share"": 0.000102, ""order_share"": 0.000215, ""top_decile_volume"": 0.0}"
