iteration,scenario,scenario_type,gmv,net_value,risk_adjusted_gmv,commission_revenue,subsidy,refunds,disputes,chargeback_loss,total_leakage,contribution_margin_proxy,top_risk_seller_downside_exposure
1385,fraud_control_improvement,risk_upside,11478189.134043293,10487352.562537678,10249187.61317097,1264882.082070698,376871.96795190935,1169254.2525457516,621428.3898335876,381300.77582933265,2548855.3861605814,-1283973.3040898833,919697.5059312977
1385,downside_high_risk_deterioration,downside,11878992.06883923,11069842.645333769,10583430.081507301,1309050.064035824,426058.7948393124,1427755.693925317,1287940.5555646846,869054.3050697274,4010809.349399041,-2701759.285363217,2039335.7158583135
1386,baseline,reference,11203941.076674663,10430321.59969836,10084226.848860359,1234660.2892637274,396793.04446704075,1321036.2979898686,895692.247827158,577518.7099072163,3191040.300191283,-1956380.0109275558,1392775.4537446443
1386,seller_quality_improvement,quality_upside,11326474.414368281,10596805.194143191,10309289.501466205,1248163.3097746274,382477.32861799584,1019965.6853523193,893796.4341286188,562553.0615016561,2858792.50960059,-1610629.1998259625,986776.5683924985
1386,subsidy_tightening,policy_upside,10945795.806681912,10134598.272022761,9830435.093562823,1206213.0034791871,273437.4870961969,1113074.5409559668,911329.7838900731,534963.6713870905,2832805.4833293273,-1626592.4798501402,1122078.336924101
1386,fraud_control_improvement,risk_upside,11190193.189304696,10224738.839838794,9987307.514744632,1233145.2892757049,410624.27973493084,1171551.9527193913,679561.9340053985,338310.871283433,2600049.0377431535,-1366903.7484674486,822203.6674813726
1386,downside_high_risk_deterioration,downside,12221610.212638969,11141937.68383037,10610868.480231421,1346806.154828863,450915.6399202503,1834951.033053786,1209621.6241356572,894020.7380956628,4389509.035205356,-3042702.8803764926,1890805.1518412782
1387,baseline,reference,10968799.528122293,10144522.621915726,9799582.862250278,1208747.9848016838,407483.57962699333,1202442.0789611398,934025.9084324063,675463.4008222357,3219414.967842775,-2010666.9830410911,1301752.5161045033
1387,seller_quality_improvement,quality_upside,11099916.340261064,9915276.030292826,9638177.472825596,1223196.8934575513,381147.1040129019,957121.4389398476,815219.636646009,526991.136016701,2680479.3156154593,-1457282.422157908,953719.4593275154
1387,subsidy_tightening,policy_upside,10662864.627946826,9700098.480506646,9409967.15150315,1175034.341561191,257639.2397125638,991371.9704919094,852353.424096478,483221.9456292784,2584586.5799302296,-1409552.2383690386,1225633.0999811168
1387,fraud_control_improvement,risk_upside,11408729.79237429,10523398.492740283,10285819.977694279,1257227.749520194,400912.24640787765,1128731.3286648726,688728.5337529962,364314.9699092759,2582687.0787350223,-1325459.3292148283,766542.0794152147
1387,downside_high_risk_deterioration,downside,12374710.384401776,11198814.948448522,10752331.120872114,1363677.6022116528,506839.1447944107,1534038.2071929704,1209715.2477930274,967969.1586893308,4218561.75846974,-2854884.156258087,1667624.8185751315
1388,baseline,reference,11178724.539980417,10127431.860683523,9824133.340905683,1231881.4584687348,381483.5405593021,1046393.2638692732,1000755.7238739536,612058.9429142921,3040691.471216821,-1808810.0127480864,1073396.0083568413
1388,seller_quality_improvement,quality_upside,10756993.222158091,10072037.629290747,9786179.195556901,1185407.194877853,382129.59654035285,958191.3949571934,758551.1109503821,505502.954440094,2604375.0568880225,-1418967.8620101695,1018165.1985525534
1388,subsidy_tightening,policy_upside,10673986.613752274,9930594.538913917,9638624.099329017,1176259.970482101,280392.0994710531,1184279.4517765592,857850.1117926949,572911.5372578222,2895433.2002981296,-1719173.2298160286,1129986.948733444
1388,fraud_control_improvement,risk_upside,10804005.300824234,10170812.8488895,9929993.896458054,1190587.8671294833,396176.23590606614,1189483.6763748713,664029.0407716283,415923.12192065315,2665612.0749732186,-1475024.2078437353,807219.15692318
1388,downside_high_risk_deterioration,downside,12056532.340779277,10887924.015340498,10426960.349112105,1328614.7798808415,457982.1608088611,1548512.458282186,1337726.8310346731,785969.1177834194,4130190.5679091397,-2801575.788028298,1833412.4433442205
1389,baseline,reference,11451054.723350888,10791120.85623974,10464186.97728361,1261891.9039605835,358732.9401162639,1328299.1086145835,958153.998080805,621944.6942798686,3267130.741091521,-2005238.8371309375,1331957.6824764335
1389,seller_quality_improvement,quality_upside,11120614.295592537,10277141.804969762,9978965.543048503,1225477.782239618,385795.2492034978,1029529.0594651471,881887.5736491411,515203.8898707419,2812415.772188528,-1586937.98994891,1024215.586590927
1389,subsidy_tightening,policy_upside,10938739.701343395,10493042.82792865,10145449.294554602,1205435.429498861,267725.24360034114,1158787.4764088185,944740.5514186905,543655.1029464727,2914908.374374323,-1709472.944875462,1180661.6252699897
1389,fraud_control_improvement,risk_upside,11458219.76127424,10811695.771641739,10565165.34446076,1262681.4821754715,406664.91257603053,1147864.9488105706,738085.474950769,348812.8311334826,2641428.1674708524,-1378746.685295381,857167.9442021191
1389,downside_high_risk_deterioration,downside,11858773.21439168,11100725.759603294,10665272.890473457,1306821.9715717568,470609.1017214307,1537540.6102144183,1322962.0499017583,923923.673514053,4255035.4353516605,-2948213.463779904,1886833.9103878643
1390,baseline,reference,12073900.824346917,11291723.40567277,10976115.179017875,1330528.765040076,413438.86149237666,1325961.792276289,977231.9810841857,765429.3131027267,3482061.947955578,-2151533.182915502,1417205.716303384
1390,seller_quality_improvement,quality_upside,11056889.653630322,10094629.576084178,9797820.227935364,1218455.40642205,368034.507885782,879384.7912870685,874490.6703986536,532313.9428887729,2654223.9124602773,-1435768.5060382274,941007.8685804169
1390,subsidy_tightening,policy_upside,11176420.64938441,10462132.032981036,10059118.07324287,1231627.57260748,297718.3576885345,1183987.2907657598,920099.3643636694,647449.0125785314,3049254.025396495,-1817626.4527890151,1104351.0286804263
1390,fraud_control_improvement,risk_upside,11096410.162772734,10029465.732422125,9782061.535143074,1222810.5170849583,397714.42170622124,1076634.0783776322,774192.9631623894,344640.2754234974,2593181.7386697405,-1370371.2215847822,702313.7241127433
1390,downside_high_risk_deterioration,downside,11696028.558903417,10586612.199634146,10133333.352165382,1288887.7141487515,456680.03498568933,1624915.9361665805,1210694.435596538,826607.5090913663,4118897.915840174,-2830010.2016914226,1829527.3648927307
1391,baseline,reference,11197160.884515122,10196726.051736578,9847705.97505217,1233913.1205705262,410221.9980691028,1151186.1777902187,1020201.7229253916,511552.8347420194,3093162.733526733,-1859249.6129562065,1255735.961116442
1391,seller_quality_improvement,quality_upside,11339793.05588685,10538420.648989111,10206541.748802682,1249631.0074068606,354619.0168020534,1085400.2570741097,797772.7018603095,517566.30976975325,2755358.285506226,-1505727.2780993655,990616.4032236743
1391,subsidy_tightening,policy_upside,10739709.896857819,10170614.510084694,9818905.348381363,1183502.5940531397,275096.1888902416,1180548.8643567986,901807.4391890325,627331.4080690832,2984783.9005051563,-1801281.3064520166,1099377.365166771
1391,fraud_control_improvement,risk_upside,11272097.703928726,10140111.68104352,9904687.32023583,1242171.0643155468,403324.09970410547,1082026.0853278642,749940.963681626,354931.47140227316,2590222.6201158687,-1348051.555800322,820823.1283529423
1391,downside_high_risk_deterioration,downside,11865017.959866824,10941617.348181037,10445160.709508264,1307510.134710241,455048.21211142006,1621686.348980872,1285311.86022226,854949.1736448533,4216995.594959405,-2909485.460249164,1848604.9515151659
1392,baseline,reference,11399557.057495447,10345005.120915402,10030108.734400647,1256216.9256126648,390556.8372420478,1272964.081923556,1006210.0589034319,621272.9726581151,3291003.950727151,-2034787.025114486,1348145.160868115
1392,seller_quality_improvement,quality_upside,11915306.039252026,11147181.483830279,10840194.00385861,1313051.8181424679,401598.16455619375,1019921.2143056274,869213.6685304289,563392.1872508397,2854125.2346430896,-1541073.4165006217,1153028.6463676484
1392,subsidy_tightening,policy_upside,11234293.493804924,10456756.055525443,10118804.646452865,1238005.087657207,285270.73542652285,1144083.282406567,893836.2609279383,534794.7828348738,2857985.061595902,-1619979.973938695,1268125.7840879378
1392,fraud_control_improvement,risk_upside,11138692.028376171,10166329.879576279,9909796.97986683,1227469.925775105,408872.29736491415,1033717.4485646974,623761.0102075065,343996.1473846029,2410346.9035217213,-1182876.9777466164,787849.6574621958
1392,downside_high_risk_deterioration,downside,11630447.202572092,10591063.058070423,10138747.781043872,1281660.7307306656,415679.0400270392,1400354.6186410112,1241081.7792110536,703720.2299185137,3760835.6677976176,-2479174.9370669518,1853968.660195212
1393,baseline,reference,11490251.16268343,10431881.21390795,10108065.263706315,1266211.3025358913,395166.359092913,1253057.8157124885,999539.9144734198,596649.0278485583,3244413.1171273794,-1978201.814591488,1290462.0705551289
1393,seller_quality_improvement,quality_upside,11245246.67769073,10268209.07481413,9985266.732015193,1239212.1148177623,384884.92025577254,991957.2230395817,739321.2445462986,513071.9384611395,2629235.3263027924,-1390023.2114850301,895705.128762716
1393,subsidy_tightening,policy_upside,10779377.30154931,10180781.60309661,9854244.244600412,1187873.8924217736,265846.8316469358,1060833.8020912095,965487.6948321551,599694.1314907647,2891862.460061065,-1703988.5676392913,1098579.0903691575
1393,fraud_control_improvement,risk_upside,11326085.253734881,10437948.529287145,10160936.838257529,1248120.4247597102,402209.9677627154,1257123.8788347854,713450.4683764608,397945.820918065,2770730.1358920266,-1522609.7111323164,921114.8586449209
1393,downside_high_risk_deterioration,downside,11999202.583266389,11194042.812058302,10689364.944847131,1322297.1123288723,457944.22704964905,1603372.6743730588,1414950.634707853,897027.5413390278,4373295.077469588,-3050997.965140716,1909634.546784476
1394,baseline,reference,10978579.032440595,10174490.782807205,9848744.236377655,1209825.673942305,390056.68912749307,1256995.7537674063,838854.9894091908,599875.6814943483,3085783.113798438,-1875957.4398561332,1248057.2738264012
1394,seller_quality_improvement,quality_upside,11639263.596407063,11000356.683440452,10662287.925573772,1282632.2863009828,412273.26238098263,1067482.9584073874,847219.6573423197,634647.197235257,2961623.0753659466,-1678990.7890649638,1157461.3172918188
1394,subsidy_tightening,policy_upside,11038025.491196662,10333385.352472685,9957054.45864197,1216376.599323042,288712.3451829024,1182155.9288119373,885408.6502646158,583016.2558913185,2939293.180150774,-1722916.5808277319,1142067.9091779941
1394,fraud_control_improvement,risk_upside,11565282.093214843,10577862.422511287,10323647.793781992,1274479.6172083511,403573.89986281394,1058356.5425569494,672518.6084631808,389433.6791605361,2523882.7300434806,-1249403.1128351295,939772.7619851124
1394,downside_high_risk_deterioration,downside,11798864.232187243,10846116.949106073,10412440.315541185,1300220.076685678,446485.52875598177,1466296.757850263,1348157.7752068986,800777.5471492074,4061717.6089623505,-2761497.5322766723,1993247.2629574572
1395,baseline,reference,11488034.211957013,10679101.633623797,10384000.507807441,1265966.997339494,407625.88396155584,1180990.7830577823,1076460.7002221027,588025.2308225259,3253102.5980639667,-1987135.6007244727,1381414.287112082
1395,seller_quality_improvement,quality_upside,11478807.355544426,10453312.947623754,10147498.51106897,1264950.2093066582,386831.21528336615,1074090.244349951,896545.7210269102,577054.8683336563,2934522.0489938837,-1669571.8396872254,1046792.6369481512
1395,subsidy_tightening,policy_upside,10818629.19041551,9956589.687724192,9656166.248022141,1192199.4014663172,269942.3337057178,1163180.602223702,946198.2453726194,579820.3333396075,2959141.5146416468,-1766942.1131753295,1244866.0802959907
1395,fraud_control_improvement,risk_upside,11303360.995706256,10518302.840856677,10273427.523802109,1245616.2399555491,372958.0465259892,1110272.3099280805,769078.1175000697,328586.25746946194,2580894.731423601,-1335278.491468052,862201.9218512599
1395,downside_high_risk_deterioration,downside,12277895.48910385,11425050.971204,10954685.296880165,1353008.7218761046,505028.50664500875,1722162.0085059935,1448787.7839916258,789742.0967347261,4465720.395877354,-3112711.6740012495,2167364.3718189956
1396,baseline,reference,11210797.3598324,10005714.899823174,9724407.956713138,1235415.8430897314,414519.68615669274,1098418.9732884394,866030.2194539336,636269.5511891816,3015238.430088247,-1779822.5869985158,1332008.8839564954
1396,seller_quality_improvement,quality_upside,10945853.666988289,10127517.417065155,9866087.73084194,1206219.3796125602,354661.1678642774,899301.6236120369,748484.9673449348,497683.1743367876,2500130.933158037,-1293911.5535454766,1062335.144444574
1396,subsidy_tightening,policy_upside,10566673.090572786,9606361.431905074,9275635.698882697,1164434.1544889645,239569.33689403915,1078827.9129832652,744039.5702018578,542619.6479887147,2605056.468067877,-1440622.3135789125,1099725.1582895245
1396,fraud_control_improvement,risk_upside,11391775.374166036,10416765.301432585,10179917.79865535,1255359.3938455214,399738.68943612854,1088979.5963688504,723130.7704858448,413900.09924182325,2625749.1555326474,-1370389.761687126,794030.1112632318
1396,downside_high_risk_deterioration,downside,11768179.096125264,10948171.952855917,10442640.114086784,1296838.6130821917,438729.790991678,1596967.6041355315,1353710.0443030654,960510.6829993982,4349918.122429674,-3053079.5093474817,1787863.6074868143
1397,baseline,reference,11147022.831361042,10196504.115261195,9868331.70089261,1228387.9698412695,381905.128972686,1128221.3819279927,903191.1303606634,571155.516717511,2984473.157978853,-1756085.1881375837,1204425.455168241
1397,seller_quality_improvement,quality_upside,10695351.375428375,9996445.27901421,9693800.420595918,1178614.3404890962,360484.3628882079,964895.0197536941,777548.3100042274,488390.5895677089,2591318.2822138383,-1412703.941724742,1076793.0919332244
1397,subsidy_tightening,policy_upside,10991353.174306342,10011392.96265479,9728511.473939992,1211233.3683940272,268688.505929998,1142218.5581056736,836196.4769338946,541501.0608247946,2788604.601794361,-1577371.233400334,1109072.7143307878
1397,fraud_control_improvement,risk_upside,10715222.619486408,9522363.447567835,9298466.948901094,1180804.1267231384,397911.7871710641,1033750.9563449045,586562.3502473582,357269.37484840176,2375494.4686117284,-1194690.34188859,814862.0402027162
1397,downside_high_risk_deterioration,downside,11738353.040057845,10640179.765493391,10116585.768386597,1293551.8190193006,460038.02372088283,1592799.64633197,1364011.8282036127,859895.9606926037,4276745.4589490695,-2983193.6399297686,1938380.008305711
1398,baseline,reference,11399380.429121401,10372977.398641217,10037677.62150857,1256197.4613868268,424477.7793934936,1157980.540126531,1101275.4400616118,592336.7241305,3276070.4837121367,-2019873.02232531,1241210.9963246621
1398,seller_quality_improvement,quality_upside,10928766.28871316,10053420.767121116,9782334.274912989,1204336.371904866,372665.98025861516,971161.4105915535,761239.2791451582,542028.6078509662,2647095.277846293,-1442758.905941427,964942.323755012
1398,subsidy_tightening,policy_upside,11402459.264862772,10576455.021459233,10261141.586473236,1256536.7452335572,283901.8574960408,1077312.4149089674,910266.7427500405,624216.141811,2895697.156966049,-1639160.411732492,1116201.6671728299
1398,fraud_control_improvement,risk_upside,11347416.941856964,10532612.680547738,10301694.003616,1250471.1501024314,410680.8380271859,1032597.7760907848,784369.3508399768,355093.6333725496,2582741.598330497,-1332270.4482280654,894501.4095379146
1398,downside_high_risk_deterioration,downside,12206055.963511348,11141366.02432804,10684083.378278399,1345092.0960351077,443613.89845557796,1642016.6520422332,1205939.8549565254,1004074.9805696838,4295645.386024021,-2950553.2899889126,1960975.9160924242
1399,baseline,reference,11130591.846101837,10145872.496505693,9833099.925927378,1226577.295822709,412873.151003707,1220280.0160080676,886259.8853454782,566672.3078574518,3086085.3602147046,-1859508.0643919955,1314873.155576319
1399,seller_quality_improvement,quality_upside,11586697.980488136,10829113.8828007,10507930.760234624,1276839.6211921931,395532.29768082465,1084276.774346675,747673.829714584,582421.068455977,2809903.970198061,-1533064.3490058677,1054115.5063208481
1399,subsidy_tightening,policy_upside,10948707.906908313,10145906.427008437,9867697.358519167,1206533.9132807727,268922.3978393378,1075532.3919579017,908356.6436517803,558821.7439518303,2811633.1774008498,-1605099.264120077,1203945.1495995212
1399,fraud_control_improvement,risk_upside,11509495.368887153,10665227.85516888,10426776.247531284,1268331.9899828832,385209.1235068626,1096215.9297142532,751045.9536005809,374959.6534875187,2607430.6603092155,-1339098.6703263323,919848.7076455716
1399,downside_high_risk_deterioration,downside,11545979.655219464,10114823.126204757,9687056.909385242,1272352.5126907732,439766.3352642911,1463504.5543256807,1212348.4238316852,781365.9829827694,3896985.296404427,-2624632.7837136537,1850360.9990893537
1400,baseline,reference,11231737.182293002,10286352.984382743,9949057.627190148,1237723.3853268253,414239.35319766944,1152797.0856656644,949247.9134915911,605557.040503549,3121841.392858474,-1884118.0075316487,1210698.3773184682
1400,seller_quality_improvement,quality_upside,11191820.755424675,10382418.374578023,10058986.06757102,1233324.645025859,383743.5212741859,1096524.3303642105,816954.1470443862,502875.433139849,2800097.431822632,-1566772.786796773,1055377.4346341132
1400,subsidy_tightening,policy_upside,10943799.427478045,10210985.637590146,9899936.661571082,1205993.0049886152,286911.9195841366,979568.5596012751,997558.843972973,627068.8574642526,2891108.1806226373,-1685115.175634022,1216745.7700565888
1400,fraud_control_improvement,risk_upside,11333133.387099015,10287974.928141112,10034922.780597515,1248897.1202384331,401507.36136627395,1114141.6991475297,692532.6695948709,354602.79059338925,2562784.520702064,-1313887.400463631,831817.5633077814
1400,downside_high_risk_deterioration,downside,12287625.430736069,11158708.300757011,10662036.460050987,1354080.9492707278,475519.90952318395,1513578.7254466144,1395233.0433380203,760706.4876802558,4145038.1659880746,-2790957.2167173466,2059152.0137096026
1401,baseline,reference,11141763.419040155,10446669.254990444,10062355.00459345,1227808.389183622,398273.5899854024,1223081.9919491273,894293.4162529106,532141.1688646445,3047790.167052085,-1819981.777868463,1241657.7353146123
1401,seller_quality_improvement,quality_upside,10973863.806288848,10223886.35945134,9944029.953768924,1209306.0619196587,351088.073345102,1016071.6272301147,873468.1622017086,492494.11460169277,2733121.977378618,-1523815.9154589593,1006972.4806339839
1401,subsidy_tightening,policy_upside,10565551.159312015,9750085.004984941,9405224.928710781,1164310.5190676893,265556.8168124816,1192612.3008693617,808192.791111961,546061.962433617,2812423.8712274213,-1648113.352159732,1156803.928346034
1401,fraud_control_improvement,risk_upside,10790387.365549348,9911027.1097743,9669804.534648703,1189087.1876997538,389971.3673404979,1140814.945074517,739132.0539240926,363288.18219405075,2633206.5485331584,-1444119.3608334046,731161.0890288932
1401,downside_high_risk_deterioration,downside,11638013.838043531,10465661.193544745,9992969.07190995,1282494.5644929092,464085.297066442,1536509.5239344335,1258626.4389313806,880012.5884493074,4139233.8483815636,-2856739.2838886543,1926661.3859277698
1402,baseline,reference,11901518.65774603,10830959.62081703,10452848.484190028,1311532.4659500662,438262.24852314783,1310775.3847087668,966099.0961788509,667983.2769020336,3383120.006312799,-2071587.540362733,1325329.6453463917
1402,seller_quality_improvement,quality_upside,11173172.944233458,10251353.642984705,9979437.830049714,1231269.6795630883,350362.3052934148,979226.6272306993,833199.8158256048,614296.0075880069,2777084.755937726,-1545815.0763746374,1005449.419978414
1402,subsidy_tightening,policy_upside,11089605.490782367,10374115.231047507,10049282.641813247,1222060.650745027,258920.07454434846,1066510.6592456049,1030677.2603930557,642457.8470505453,2998565.8412335543,-1776505.1904885273,1207349.3902684238
1402,fraud_control_improvement,risk_upside,11744449.125017349,10752475.440498047,10511562.325066395,1294223.5999549525,403995.72075873025,1096739.2838809716,739284.052373581,342506.01793874224,2582525.0749520254,-1288301.474997073,886410.9193345095
1402,downside_high_risk_deterioration,downside,11883250.536094105,10612092.190955315,10119020.578325024,1309519.3417994916,442100.3500328946,1573444.8353308241,1277096.4410321645,686881.4365962121,3979523.062992095,-2670003.7211926035,1801694.7384033285
1403,baseline,reference,11893892.80102277,10975576.791905668,10592207.259409372,1310692.1060799644,377772.7291670569,1427657.358834248,852096.652928381,624686.9952802558,3282213.736209942,-1971521.6301299776,1294463.388417886
1403,seller_quality_improvement,quality_upside,11141996.047326202,10298175.914908536,10020289.240974212,1227834.0245297004,372193.76455881115,942458.7878876757,768019.186940657,588531.5366181327,2671203.2760052765,-1443369.251475576,1018539.0618393103
1403,subsidy_tightening,policy_upside,10711884.236280506,10230182.202649577,9934135.455416158,1180436.2410705395,283512.0715778001,1113599.494698242,942309.6272163019,657584.1852515653,2997005.3787439093,-1816569.1376733698,1085099.1963287636
1403,fraud_control_improvement,risk_upside,11545203.114199769,10435246.686051497,10197633.269467132,1272266.9388419427,373930.8477866769,998906.7057286379,716458.4709226083,306484.84111320734,2395780.8655511304,-1123513.9267091877,663068.5529500535
1403,downside_high_risk_deterioration,downside,12092875.474071627,11174507.225404264,10711326.635924548,1332619.7477003261,453723.3881534978,1718069.16659751,1408227.7716142803,783392.5221504137,4363412.848515702,-3030793.1008153763,2027753.3316857193
1404,baseline,reference,11498383.099725142,10349776.23929261,10003618.903719045,1267107.4318239237,422509.36665394384,1222843.9209926666,946526.2159619901,467715.14797729166,3059594.6515858923,-1792487.2197619686,1269288.7270338866
1404,seller_quality_improvement,quality_upside,11233041.858180434,10285486.647911351,10018625.862220882,1237867.1589773246,380754.0567733678,1020396.2477511319,781331.5366533278,565487.9014930646,2747969.7426708923,-1510102.5836935677,948860.2406000752
1404,subsidy_tightening,policy_upside,11298229.426291948,10506511.432865517,10167798.770505898,1245050.7474262607,310158.9755688876,1168968.3548891412,850456.9038652902,526477.0215230023,2856061.2558463216,-1611010.5084200609,1146444.1072075567
1404,fraud_control_improvement,risk_upside,11791653.20163158,10780687.018640202,10528830.450897088,1299425.4301402513,419057.1122987841,1118828.3542014742,745663.8525746188,400287.42270601366,2683836.7417808906,-1384411.3116406393,896755.4959463655
1404,downside_high_risk_deterioration,downside,11386282.71667603,10507593.431019079,10041581.1532793,1254754.1098620528,432295.4829561137,1484850.914186802,1044388.057220811,681447.6721211993,3642982.1264849263,-2388228.0166228735,1849138.5236358244
1405,baseline,reference,11542042.59496583,10478862.682814864,10141117.633596523,1271918.6535765263,384450.42907709494,1077102.6802126025,970628.5589661099,706128.285362416,3138309.9536182233,-1866391.300041697,1231008.6248119175
1405,seller_quality_improvement,quality_upside,11380117.924759932,10531093.053920388,10202549.024340697,1254074.7575057445,350309.82912682154,1031725.8731886612,815727.2597228629,546631.2995298798,2744394.2615682255,-1490319.504062481,1004948.7027604624
1405,subsidy_tightening,policy_upside,11627866.772661585,10744075.967417577,10441578.610215878,1281376.3705829347,271776.90059125307,1118725.911966346,1024911.6503291543,578298.099710786,2993712.5625975393,-1712336.1920146046,1241530.0330733648
1405,fraud_control_improvement,risk_upside,11297614.783274312,10503127.919713322,10270323.000012204,1244983.0145347044,383378.75116167055,1050784.6642120895,796604.0622501973,343935.9858175428,2574703.4634415,-1329720.4489067956,863617.4792151457
1405,downside_high_risk_deterioration,downside,10949722.117770484,10152498.218733251,9706579.003634112,1206645.6780488926,452375.57282703824,1533265.9189690067,1123623.526065684,715883.8151274878,3825148.832989217,-2618503.154940324,1787871.2639433248
1406,baseline,reference,12305001.103715407,11339338.276849024,10970327.306492211,1355995.7266941369,420595.12864482036,1271837.3339234842,1088223.1261201827,720311.1061774845,3500966.694865972,-2144970.968171835,1395657.3787441836
1406,seller_quality_improvement,quality_upside,12309396.899596943,11530695.971212018,11184976.872277673,1356480.1379006489,372346.9645430391,1110400.01522472,912690.0962048385,593717.8778728582,2989154.9538454553,-1632674.8159448064,1085159.4522627105
1406,subsidy_tightening,policy_upside,10891510.80915825,10081564.431335216,9796495.732931156,1200230.8646686948,284643.4309152854,1013658.6415927728,858054.7764378828,616850.2168218226,2773207.065767763,-1572976.2010990684,1070611.8546604153
1406,fraud_control_improvement,risk_upside,11042716.208621075,10041718.036323197,9793620.457402756,1216893.510514599,377620.62146951584,1048401.7464971176,638562.1038170656,341521.9238298847,2406106.3956135837,-1189212.8850989847,819519.8538650988
1406,downside_high_risk_deterioration,downside,12942028.919660542,11749462.203713667,11294535.71426002,1426195.3950181066,479773.5909317398,1702475.4256850062,1352070.6515239624,877503.618924579,4411823.287065287,-2985627.892047181,1979704.4667463126
1407,baseline,reference,12289074.410355143,11608245.856984835,11253676.413213102,1354240.625011914,434229.76200387906,1405502.8920814223,1090602.387051848,648655.3688018157,3578990.409938965,-2224749.784927051,1450144.6711762398
1407,seller_quality_improvement,quality_upside,11412953.101023462,10716249.398401292,10435178.562650122,1257693.1528495003,338927.41620458313,1023328.7272496945,907228.0930987229,589941.6143460951,2859425.8508990956,-1601732.6980495953,948059.7662128853
1407,subsidy_tightening,policy_upside,11086658.668163583,10494864.046041293,10160114.595698673,1221735.9145792422,287526.30764908297,1156544.191126973,966735.7990763583,613766.0029655608,3024572.300817975,-1802836.3862387326,1255313.1215896045
1407,fraud_control_improvement,risk_upside,11355308.1636145,10327503.183596114,10082837.04857034,1251340.7528673091,413257.6024980115,1060289.9076408686,606152.6113799874,403693.7182851929,2483393.8398040603,-1232053.0869367511,836670.8345161423
1407,downside_high_risk_deterioration,downside,11965298.600022363,11111319.884874359,10675000.094784886,1318560.9357930631,424643.02685741085,1595592.71535955,1352613.2255195775,868270.9333167633,4241119.901053302,-2922558.965260239,1982994.725775927
1408,baseline,reference,11179165.976382459,10093141.762100404,9796042.479924925,1231930.1042079532,436359.9201053665,1178632.2127112034,942753.4307147611,540503.3325398316,3098248.8960711625,-1866318.7918632093,1303088.9662266248
1408,seller_quality_improvement,quality_upside,10776157.478010835,10187919.120981162,9933654.307082657,1187519.0718961938,395956.77579709527,937371.504726711,769517.890737975,427056.405738375,2529902.5770001565,-1342383.5051039627,1015229.0458308136
1408,subsidy_tightening,policy_upside,11298754.253568066,10447170.005356357,10119525.455925744,1245108.5827354712,276647.8534636455,1034894.7539738701,848092.0165897418,662277.4911269549,2821912.1151542123,-1576803.5324187411,1055641.2044802161
1408,fraud_control_improvement,risk_upside,11479851.94153814,10957726.776591599,10689422.85714278,1265065.3213762715,395157.6508875505,1114159.0673110357,774907.5976097485,415382.25498427346,2699606.5707926084,-1434541.2494163369,860031.0863672378
1408,downside_high_risk_deterioration,downside,11652229.680474602,10409999.478023058,9961049.756305773,1284061.1325432013,414713.2691988842,1526910.6947899163,1196184.4373052355,794483.0066317179,3932291.407925754,-2648230.2753825523,1800562.7869016225
1409,baseline,reference,11734333.93269092,10986587.0976979,10607306.926679542,1293108.9184158193,411681.21534430294,1277059.647003247,1006323.218524824,602111.762518224,3297175.8433905975,-2004066.9249747782,1306732.6282232811
1409,seller_quality_improvement,quality_upside,11251051.877785178,10460464.475273997,10167589.227821296,1239851.8406052147,385141.57705271675,1025699.6262329083,808652.8689157617,622911.9135351918,2842405.9857365787,-1602554.145131364,989169.7953560634
1409,subsidy_tightening,policy_upside,11552032.816182712,10682015.50390518,10380003.291618206,1273019.5634557405,318266.1017172405,1029103.7795940879,915174.4351433978,530340.4024487092,2792884.7189034354,-1519865.155447695,1242529.456103113
1409,fraud_control_improvement,risk_upside,11459984.572332198,10466672.6483381,10208380.856343113,1262875.962146082,435271.69896442053,1183999.7276133283,708657.2237741892,314073.1353295619,2642001.7856814996,-1379125.8235354177,813170.1838979508
1409,downside_high_risk_deterioration,downside,11983279.102636805,11121505.455079334,10612856.072047947,1320542.364685551,445321.21766230924,1719226.0917591194,1292351.332810179,868254.7257005783,4325153.367932186,-3004611.003246635,2021432.9454803397
1410,baseline,reference,11483873.310513385,10436520.310218312,10105331.557793142,1265508.4712061603,396760.32901525736,1452460.253365094,1048948.9438484556,583385.2823391316,3481554.8085679384,-2216046.337361778,1283466.2571366143
1410,seller_quality_improvement,quality_upside,11692660.369924033,10946661.068446958,10645463.67543861,1288516.5439372053,407606.7218544985,1132176.0383706894,974201.3403495993,569908.6292985345,3083892.729873322,-1795376.1859361166,1028020.8004567837
1410,subsidy_tightening,policy_upside,11151062.064066906,10490688.39249534,10183979.616473915,1228833.088231923,290878.19180525286,1267042.7851408494,878891.6050476857,618386.6751366608,3055199.2571304487,-1826366.1688985256,1216854.3242525537
1410,fraud_control_improvement,risk_upside,12591145.046300922,11581873.395089136,11308774.441121547,1387528.4311689225,496335.2248905809,1165063.9686271527,761647.5403217878,395189.7321390882,2818236.4659786094,-1430708.034809687,918079.4288093528
1410,downside_high_risk_deterioration,downside,12465691.71348149,10961236.67833681,10464022.580043664,1373703.630848399,449572.32486731623,1752586.0028438254,1179559.1559531079,796974.831700388,4178692.3153646374,-2804988.6845162385,1883751.7547577403
